publication_id	original_title	publication_year	publisher	parse_method	recommended_container_title	recommended_volume	recommended_issue	recommended_publication_type	confidence	notes
publication:bencom:0a6d68af9d8e7793	ビジネス法務2022年8月号	2022	中央経済社	monthly_issue	ビジネス法務		2022年8月号	journal_issue	high	
publication:bencom:41132a793d5f72d6	ビジネス法務2022年9月号	2022	中央経済社	monthly_issue	ビジネス法務		2022年9月号	journal_issue	high	
publication:bencom:cea5b5bc5d18f5e5	ビジネス法務2023年10月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年10月号	journal_issue	high	
publication:bencom:8a748d0bfdd93a4a	ビジネス法務2023年11月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年11月号	journal_issue	high	
publication:bencom:2d17d69916d273e3	ビジネス法務2023年12月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年12月号	journal_issue	high	
publication:bencom:db0998573b478242	ビジネス法務2023年1月号	2022	中央経済社	monthly_issue	ビジネス法務		2023年1月号	journal_issue	high	
publication:bencom:8d3070e8f09dc074	ビジネス法務2023年2月号	2022	中央経済社	monthly_issue	ビジネス法務		2023年2月号	journal_issue	high	
publication:bencom:7c133577f4f4b75d	ビジネス法務2023年3月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年3月号	journal_issue	high	
publication:bencom:a089289f49307c14	ビジネス法務2023年4月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年4月号	journal_issue	high	
publication:bencom:108532fe2b8d5ff5	ビジネス法務2023年5月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年5月号	journal_issue	high	
publication:bencom:03fd17d567b255bd	ビジネス法務2023年6月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年6月号	journal_issue	high	
publication:bencom:d8603adb2f06b07e	ビジネス法務2023年7月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年7月号	journal_issue	high	
publication:bencom:6b4ceb5575c8b8d3	ビジネス法務2023年8月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年8月号	journal_issue	high	
publication:bencom:6810d6226677163c	ビジネス法務2023年9月号	2023	中央経済社	monthly_issue	ビジネス法務		2023年9月号	journal_issue	high	
publication:bencom:9a0f53988b5a349c	ビジネス法務2024年10月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年10月号	journal_issue	high	
publication:bencom:891302117ce62176	ビジネス法務2024年11月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年11月号	journal_issue	high	
publication:bencom:bc2b0b1e8c8fde1e	ビジネス法務2024年12月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年12月号	journal_issue	high	
publication:bencom:cda5d23fe8491c55	ビジネス法務2024年1月号	2023	中央経済社	monthly_issue	ビジネス法務		2024年1月号	journal_issue	high	
publication:bencom:8ffd4222e4fea665	ビジネス法務2024年2月号	2023	中央経済社	monthly_issue	ビジネス法務		2024年2月号	journal_issue	high	
publication:bencom:e7eae236f3f5d22b	ビジネス法務2024年3月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年3月号	journal_issue	high	
publication:bencom:21e4d40aee4fef5a	ビジネス法務2024年4月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年4月号	journal_issue	high	
publication:bencom:903cf83b034651c8	ビジネス法務2024年5月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年5月号	journal_issue	high	
publication:bencom:cc1ae553dbe27ad9	ビジネス法務2024年6月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年6月号	journal_issue	high	
publication:bencom:467b0a5850a98e6e	ビジネス法務2024年7月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年7月号	journal_issue	high	
publication:bencom:5c9a6c8a1fe42ad8	ビジネス法務2024年8月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年8月号	journal_issue	high	
publication:bencom:83d766bd0cb54475	ビジネス法務2024年9月号	2024	中央経済社	monthly_issue	ビジネス法務		2024年9月号	journal_issue	high	
publication:bencom:bd873bf984441419	ビジネス法務2025年1月号	2024	中央経済社	monthly_issue	ビジネス法務		2025年1月号	journal_issue	high	
publication:bencom:aa1f14e8c59b5830	ビジネス法務2025年2月号	2024	中央経済社	monthly_issue	ビジネス法務		2025年2月号	journal_issue	high	
publication:bencom:289c98d06dd85070	ビジネス法務2025年3月号	2025	中央経済社	monthly_issue	ビジネス法務		2025年3月号	journal_issue	high	
publication:bencom:77dde17c1093622d	ビジネス法務2025年4月号	2025	中央経済社	monthly_issue	ビジネス法務		2025年4月号	journal_issue	high	
publication:bencom:0a2516d33401de2d	ビジネス法務2025年5月号	2025	中央経済社	monthly_issue	ビジネス法務		2025年5月号	journal_issue	high	
publication:bencom:77b794e19edb0f26	ビジネス法務2025年6月号	2025	中央経済社	monthly_issue	ビジネス法務		2025年6月号	journal_issue	high	
publication:bencom:ae307adba7c2b8ae	ビジネス法務2025年7月号	2025	中央経済社	monthly_issue	ビジネス法務		2025年7月号	journal_issue	high	
publication:bencom:4d3d845e1350ce9c	ビジネス法務2025年8月号	2025	中央経済社	monthly_issue	ビジネス法務		2025年8月号	journal_issue	high	
publication:bencom:a1c28335cc987352	ビジネス法務2025年9月号	2025	中央経済社	monthly_issue	ビジネス法務		2025年9月号	journal_issue	high	
publication:bencom:779b27b545639697	人事の地図 2022年10月号	2022	経営書院（産労総合研究所）	monthly_issue	人事の地図		2022年10月号	journal_issue	high	
publication:bencom:ef47c962f50c448c	人事の地図 2022年11月号	2022	経営書院（産労総合研究所）	monthly_issue	人事の地図		2022年11月号	journal_issue	high	
publication:bencom:d08c8a73db099366	人事の地図 2022年12月号	2022	経営書院（産労総合研究所）	monthly_issue	人事の地図		2022年12月号	journal_issue	high	
publication:bencom:8e84989979c0103a	人事の地図 2023年10月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年10月号	journal_issue	high	
publication:bencom:0d2f1bb275c8cafd	人事の地図 2023年11月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年11月号	journal_issue	high	
publication:bencom:c35196a33722769d	人事の地図 2023年12月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年12月号	journal_issue	high	
publication:bencom:cfb374a7053e216a	人事の地図 2023年1月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年1月号	journal_issue	high	
publication:bencom:b8df5cf23544c6fc	人事の地図 2023年2月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年2月号	journal_issue	high	
publication:bencom:94418c64418cbe0b	人事の地図 2023年3月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年3月号	journal_issue	high	
publication:bencom:94ce10972ceeeda6	人事の地図 2023年4月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年4月号	journal_issue	high	
publication:bencom:29e01f6f6764a4fc	人事の地図 2023年5月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年5月号	journal_issue	high	
publication:bencom:50222bb129fcfb24	人事の地図 2023年6月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年6月号	journal_issue	high	
publication:bencom:af6d11520d3ca82e	人事の地図 2023年7月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年7月号	journal_issue	high	
publication:bencom:a60ec7113eee47d1	人事の地図 2023年8月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年8月号	journal_issue	high	
publication:bencom:ca0154805c11be6e	人事の地図 2023年9月号	2023	経営書院（産労総合研究所）	monthly_issue	人事の地図		2023年9月号	journal_issue	high	
publication:bencom:baa40c1aabc79f20	人事の地図 2024年1月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年1月号	journal_issue	high	
publication:bencom:75e44548a256212f	人事の地図 2024年2月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年2月号	journal_issue	high	
publication:bencom:28a39b789554f77a	人事の地図 2024年3月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年3月号	journal_issue	high	
publication:bencom:c6c0f7a8c5cfc1f5	人事の地図 2024年4月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年4月号	journal_issue	high	
publication:bencom:892e84cdcc582988	人事の地図 2024年5月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年5月号	journal_issue	high	
publication:bencom:348df4000fdc4129	人事の地図 2024年6月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年6月号	journal_issue	high	
publication:bencom:eb9d9cc7aba35362	人事の地図 2024年7月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年7月号	journal_issue	high	
publication:bencom:b2f70a8570877d0f	人事の地図 2024年8月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年8月号	journal_issue	high	
publication:bencom:c0fea107a74f9f98	人事の地図 2024年9月号	2024	経営書院（産労総合研究所）	monthly_issue	人事の地図		2024年9月号	journal_issue	high	
publication:bencom:ec01f3e913766974	税経通信 2014年01月号	2013	税務経理協会	monthly_issue	税経通信		2014年01月号	journal_issue	high	
publication:bencom:fc4f84c8f2dc7f3c	税経通信 2014年02月号	2014	税務経理協会	monthly_issue	税経通信		2014年02月号	journal_issue	high	
publication:bencom:f97b9023af39dee7	税経通信 2014年03月号	2014	税務経理協会	monthly_issue	税経通信		2014年03月号	journal_issue	high	
publication:bencom:c4aeb5d3f3598947	税経通信 2014年04月号	2014	税務経理協会	monthly_issue	税経通信		2014年04月号	journal_issue	high	
publication:bencom:d33f72357c5c0c2d	税経通信 2014年05月号	2014	税務経理協会	monthly_issue	税経通信		2014年05月号	journal_issue	high	
publication:bencom:e8919f11592dd915	税経通信 2014年06月号	2014	税務経理協会	monthly_issue	税経通信		2014年06月号	journal_issue	high	
publication:bencom:d3d1b54f1906ae61	税経通信 2014年07月号	2014	税務経理協会	monthly_issue	税経通信		2014年07月号	journal_issue	high	
publication:bencom:dded17ed94137fe7	税経通信 2014年08月号	2014	税務経理協会	monthly_issue	税経通信		2014年08月号	journal_issue	high	
publication:bencom:eb6fbd4c93e81aab	税経通信 2014年09月号	2014	税務経理協会	monthly_issue	税経通信		2014年09月号	journal_issue	high	
publication:bencom:d210025ab74fc127	税経通信 2014年10月号	2014	税務経理協会	monthly_issue	税経通信		2014年10月号	journal_issue	high	
publication:bencom:0bd075b34a57d508	税経通信 2014年11月号	2014	税務経理協会	monthly_issue	税経通信		2014年11月号	journal_issue	high	
publication:bencom:e6f79371d809233b	税経通信 2014年12月号	2014	税務経理協会	monthly_issue	税経通信		2014年12月号	journal_issue	high	
publication:bencom:07151245b769439b	税経通信 2015年01月号	2014	税務経理協会	monthly_issue	税経通信		2015年01月号	journal_issue	high	
publication:bencom:e53710bb2f888604	税経通信 2015年02月号	2015	税務経理協会	monthly_issue	税経通信		2015年02月号	journal_issue	high	
publication:bencom:512a15131cc37c16	税経通信 2015年03月号	2015	税務経理協会	monthly_issue	税経通信		2015年03月号	journal_issue	high	
publication:bencom:c0692c1e9beafd24	税経通信 2015年04月号	2015	税務経理協会	monthly_issue	税経通信		2015年04月号	journal_issue	high	
publication:bencom:4635a3d27a9723d9	税経通信 2015年05月号	2015	税務経理協会	monthly_issue	税経通信		2015年05月号	journal_issue	high	
publication:bencom:281fbf7d7696fd50	税経通信 2015年06月号	2015	税務経理協会	monthly_issue	税経通信		2015年06月号	journal_issue	high	
publication:bencom:fe5415e7e276545e	税経通信 2015年07月号	2015	税務経理協会	monthly_issue	税経通信		2015年07月号	journal_issue	high	
publication:bencom:491dedcdd74b7ccf	税経通信 2015年08月号	2015	税務経理協会	monthly_issue	税経通信		2015年08月号	journal_issue	high	
publication:bencom:92806bd01887c880	税経通信 2015年09月号	2015	税務経理協会	monthly_issue	税経通信		2015年09月号	journal_issue	high	
publication:bencom:0939e29e3338177c	税経通信 2015年10月号	2015	税務経理協会	monthly_issue	税経通信		2015年10月号	journal_issue	high	
publication:bencom:343cdb1b0b713f68	税経通信 2015年11月号	2015	税務経理協会	monthly_issue	税経通信		2015年11月号	journal_issue	high	
publication:bencom:edec1559a276f4f5	税経通信 2015年12月号	2015	税務経理協会	monthly_issue	税経通信		2015年12月号	journal_issue	high	
publication:bencom:995b99bac7711353	税経通信 2016年01月号	2015	税務経理協会	monthly_issue	税経通信		2016年01月号	journal_issue	high	
publication:bencom:83e81cbb08be1797	税経通信 2016年02月号	2016	税務経理協会	monthly_issue	税経通信		2016年02月号	journal_issue	high	
publication:bencom:9245fd5f81b3e511	税経通信 2016年03月号	2016	税務経理協会	monthly_issue	税経通信		2016年03月号	journal_issue	high	
publication:bencom:84db3c57f2c29f97	税経通信 2016年04月号	2016	税務経理協会	monthly_issue	税経通信		2016年04月号	journal_issue	high	
publication:bencom:341e75b48f965d0a	税経通信 2016年05月号	2016	税務経理協会	monthly_issue	税経通信		2016年05月号	journal_issue	high	
publication:bencom:d1543ca8bc51acb6	税経通信 2016年06月号	2016	税務経理協会	monthly_issue	税経通信		2016年06月号	journal_issue	high	
publication:bencom:f814b63a91db969e	税経通信 2016年07月号	2016	税務経理協会	monthly_issue	税経通信		2016年07月号	journal_issue	high	
publication:bencom:8a337fda891797f6	税経通信 2016年08月号	2016	税務経理協会	monthly_issue	税経通信		2016年08月号	journal_issue	high	
publication:bencom:a6bff6b7df029baf	税経通信 2016年09月号	2016	税務経理協会	monthly_issue	税経通信		2016年09月号	journal_issue	high	
publication:bencom:9cb20362818fa548	税経通信 2016年10月号	2016	税務経理協会	monthly_issue	税経通信		2016年10月号	journal_issue	high	
publication:bencom:295dc04356cd9ac6	税経通信 2016年11月号	2016	税務経理協会	monthly_issue	税経通信		2016年11月号	journal_issue	high	
publication:bencom:52c3a3cd34845653	税経通信 2016年12月号	2016	税務経理協会	monthly_issue	税経通信		2016年12月号	journal_issue	high	
publication:bencom:b5110281c9acf43b	税経通信 2017年01月号	2016	税務経理協会	monthly_issue	税経通信		2017年01月号	journal_issue	high	
publication:bencom:eff7459031a7e866	税経通信 2017年02月号	2017	税務経理協会	monthly_issue	税経通信		2017年02月号	journal_issue	high	
publication:bencom:fc87a78e312d6a4d	税経通信 2017年03月号	2017	税務経理協会	monthly_issue	税経通信		2017年03月号	journal_issue	high	
publication:bencom:a64661afcbd01d67	税経通信 2017年04月号	2017	税務経理協会	monthly_issue	税経通信		2017年04月号	journal_issue	high	
publication:bencom:1ca07044334262a2	税経通信 2017年05月号	2017	税務経理協会	monthly_issue	税経通信		2017年05月号	journal_issue	high	
publication:bencom:5cccda324097a6d7	税経通信 2017年06月号	2017	税務経理協会	monthly_issue	税経通信		2017年06月号	journal_issue	high	
publication:bencom:9e67a0441d51f640	税経通信 2017年07月号	2017	税務経理協会	monthly_issue	税経通信		2017年07月号	journal_issue	high	
publication:bencom:28c09ab205582129	税経通信 2017年08月号	2017	税務経理協会	monthly_issue	税経通信		2017年08月号	journal_issue	high	
publication:bencom:f3439699fc017a58	税経通信 2017年09月号	2017	税務経理協会	monthly_issue	税経通信		2017年09月号	journal_issue	high	
publication:bencom:7739013c5f1d1cb2	税経通信 2017年10月号	2017	税務経理協会	monthly_issue	税経通信		2017年10月号	journal_issue	high	
publication:bencom:8d3ba32a3f67fcc8	税経通信 2017年11月号	2017	税務経理協会	monthly_issue	税経通信		2017年11月号	journal_issue	high	
publication:bencom:678a86adae57a5fa	税経通信 2017年12月号	2017	税務経理協会	monthly_issue	税経通信		2017年12月号	journal_issue	high	
publication:bencom:8dcac637151ab05f	税経通信 2018年01月号	2017	税務経理協会	monthly_issue	税経通信		2018年01月号	journal_issue	high	
publication:bencom:60eab8ada907767c	税経通信 2018年02月号	2018	税務経理協会	monthly_issue	税経通信		2018年02月号	journal_issue	high	
publication:bencom:3b1f82dd602e8dc4	税経通信 2018年03月号	2018	税務経理協会	monthly_issue	税経通信		2018年03月号	journal_issue	high	
publication:bencom:17e09d3cb117eac8	税経通信 2018年04月号	2018	税務経理協会	monthly_issue	税経通信		2018年04月号	journal_issue	high	
publication:bencom:bd3b4bec7494f261	税経通信 2018年05月号	2018	税務経理協会	monthly_issue	税経通信		2018年05月号	journal_issue	high	
publication:bencom:13fc65aa9ad5109d	税経通信 2018年06月号	2018	税務経理協会	monthly_issue	税経通信		2018年06月号	journal_issue	high	
publication:bencom:4840b31931fd363e	税経通信 2018年07月号	2018	税務経理協会	monthly_issue	税経通信		2018年07月号	journal_issue	high	
publication:bencom:99934105202c65e7	税経通信 2018年08月号	2018	税務経理協会	monthly_issue	税経通信		2018年08月号	journal_issue	high	
publication:bencom:aa0844f1ff114b7d	税経通信 2018年09月号	2018	税務経理協会	monthly_issue	税経通信		2018年09月号	journal_issue	high	
publication:bencom:b148d4d68881ed8b	税経通信 2018年10月号	2018	税務経理協会	monthly_issue	税経通信		2018年10月号	journal_issue	high	
publication:bencom:dc4ae94f770cacd8	税経通信 2018年11月号	2018	税務経理協会	monthly_issue	税経通信		2018年11月号	journal_issue	high	
publication:bencom:2a2cd2c5cd183a64	税経通信 2018年12月号	2018	税務経理協会	monthly_issue	税経通信		2018年12月号	journal_issue	high	
publication:bencom:0a697ab53eee0f7f	税経通信 2019年01月号	2018	税務経理協会	monthly_issue	税経通信		2019年01月号	journal_issue	high	
publication:bencom:1c9726d03f1faf06	税経通信 2019年02月号	2019	税務経理協会	monthly_issue	税経通信		2019年02月号	journal_issue	high	
publication:bencom:9695c80078c58f3a	税経通信 2019年03月号	2019	税務経理協会	monthly_issue	税経通信		2019年03月号	journal_issue	high	
publication:bencom:27d65d6b2d41dd9d	税経通信 2019年04月号	2019	税務経理協会	monthly_issue	税経通信		2019年04月号	journal_issue	high	
publication:bencom:8497ad36287a951c	税経通信 2019年05月号	2019	税務経理協会	monthly_issue	税経通信		2019年05月号	journal_issue	high	
publication:bencom:d3d42f0067e542f9	税経通信 2019年06月号	2019	税務経理協会	monthly_issue	税経通信		2019年06月号	journal_issue	high	
publication:bencom:cbc8741cbd430d73	税経通信 2019年07月号	2019	税務経理協会	monthly_issue	税経通信		2019年07月号	journal_issue	high	
publication:bencom:6e430615f335c345	税経通信 2019年08月号	2019	税務経理協会	monthly_issue	税経通信		2019年08月号	journal_issue	high	
publication:bencom:7f5ba21926cd1f02	税経通信 2019年09月号	2019	税務経理協会	monthly_issue	税経通信		2019年09月号	journal_issue	high	
publication:bencom:e23785ef2c47e697	税経通信 2019年10月号	2019	税務経理協会	monthly_issue	税経通信		2019年10月号	journal_issue	high	
publication:bencom:10b319c4bdac1f75	税経通信 2019年11月号	2019	税務経理協会	monthly_issue	税経通信		2019年11月号	journal_issue	high	
publication:bencom:88a543544d99dd84	税経通信 2019年12月号	2019	税務経理協会	monthly_issue	税経通信		2019年12月号	journal_issue	high	
publication:bencom:02899294b7649e5b	税経通信 2020年10月号	2020	税務経理協会	monthly_issue	税経通信		2020年10月号	journal_issue	high	
publication:bencom:cba898f89ee32455	税経通信 2020年11月号	2020	税務経理協会	monthly_issue	税経通信		2020年11月号	journal_issue	high	
publication:bencom:e57e8799acb67e97	税経通信 2020年12月号	2020	税務経理協会	monthly_issue	税経通信		2020年12月号	journal_issue	high	
publication:bencom:b7c98728dbf0d072	税経通信 2020年1月号	2019	税務経理協会	monthly_issue	税経通信		2020年1月号	journal_issue	high	
publication:bencom:0b233a6b5cfc22d8	税経通信 2020年2月号	2020	税務経理協会	monthly_issue	税経通信		2020年2月号	journal_issue	high	
publication:bencom:6cf243973b783d2c	税経通信 2020年3月号	2020	税務経理協会	monthly_issue	税経通信		2020年3月号	journal_issue	high	
publication:bencom:5383126372b7ad63	税経通信 2020年4月号	2020	税務経理協会	monthly_issue	税経通信		2020年4月号	journal_issue	high	
publication:bencom:f5d3e7ecd4e2d1bd	税経通信 2020年5月号	2020	税務経理協会	monthly_issue	税経通信		2020年5月号	journal_issue	high	
publication:bencom:b5d2bb2811671d94	税経通信 2020年6月号	2020	税務経理協会	monthly_issue	税経通信		2020年6月号	journal_issue	high	
publication:bencom:ea6bda14b564717a	税経通信 2020年7月号	2020	税務経理協会	monthly_issue	税経通信		2020年7月号	journal_issue	high	
publication:bencom:81fb2e665f85b24c	税経通信 2020年8月号	2020	税務経理協会	monthly_issue	税経通信		2020年8月号	journal_issue	high	
publication:bencom:c06291fc1597281f	税経通信 2020年9月号	2020	税務経理協会	monthly_issue	税経通信		2020年9月号	journal_issue	high	
publication:bencom:5c7061d361f8ec19	税経通信 2021年10月号	2021	税務経理協会	monthly_issue	税経通信		2021年10月号	journal_issue	high	
publication:bencom:8661e487713a0b26	税経通信 2021年11月号	2021	税務経理協会	monthly_issue	税経通信		2021年11月号	journal_issue	high	
publication:bencom:74b028aff074ef84	税経通信 2021年12月号	2021	税務経理協会	monthly_issue	税経通信		2021年12月号	journal_issue	high	
publication:bencom:3af4282be6583b01	税経通信 2021年1月号	2020	税務経理協会	monthly_issue	税経通信		2021年1月号	journal_issue	high	
publication:bencom:bb7f70ea67ba0319	税経通信 2021年2月号	2021	税務経理協会	monthly_issue	税経通信		2021年2月号	journal_issue	high	
publication:bencom:d45972f43f4b09f4	税経通信 2021年3月号	2021	税務経理協会	monthly_issue	税経通信		2021年3月号	journal_issue	high	
publication:bencom:e7daa17d80aaacbf	税経通信 2021年4月号	2021	税務経理協会	monthly_issue	税経通信		2021年4月号	journal_issue	high	
publication:bencom:f81e1bd047d35d04	税経通信 2021年5月号	2021	税務経理協会	monthly_issue	税経通信		2021年5月号	journal_issue	high	
publication:bencom:9b829df0e377b602	税経通信 2021年6月号	2021	税務経理協会	monthly_issue	税経通信		2021年6月号	journal_issue	high	
publication:bencom:0dcd2239072d00c8	税経通信 2021年7月号	2021	税務経理協会	monthly_issue	税経通信		2021年7月号	journal_issue	high	
publication:bencom:d99adec29dff8faa	税経通信 2021年8月号	2021	税務経理協会	monthly_issue	税経通信		2021年8月号	journal_issue	high	
publication:bencom:ae507a00b5e297c6	税経通信 2021年9月号	2021	税務経理協会	monthly_issue	税経通信		2021年9月号	journal_issue	high	
publication:bencom:f1c84b5a61eb5b4d	税経通信 2022年10月号	2022	税務経理協会	monthly_issue	税経通信		2022年10月号	journal_issue	high	
publication:bencom:d973b681bd7af3d5	税経通信 2022年11月号	2022	税務経理協会	monthly_issue	税経通信		2022年11月号	journal_issue	high	
publication:bencom:e8a99f51bdee83dc	税経通信 2022年12月号	2022	税務経理協会	monthly_issue	税経通信		2022年12月号	journal_issue	high	
publication:bencom:4532d51e80590267	税経通信 2022年1月号	2021	税務経理協会	monthly_issue	税経通信		2022年1月号	journal_issue	high	
publication:bencom:c352a95df25b147a	税経通信 2022年2月号	2022	税務経理協会	monthly_issue	税経通信		2022年2月号	journal_issue	high	
publication:bencom:e0618481e27062cd	税経通信 2022年3月号	2022	税務経理協会	monthly_issue	税経通信		2022年3月号	journal_issue	high	
publication:bencom:12e64ad5ff54ee4b	税経通信 2022年4月号	2022	税務経理協会	monthly_issue	税経通信		2022年4月号	journal_issue	high	
publication:bencom:8a081a9d667aad1a	税経通信 2022年5月号	2022	税務経理協会	monthly_issue	税経通信		2022年5月号	journal_issue	high	
publication:bencom:9f6cd3fbde53d2b1	税経通信 2022年6月号	2022	税務経理協会	monthly_issue	税経通信		2022年6月号	journal_issue	high	
publication:bencom:c9cc626e8df7ea51	税経通信 2022年7月号	2022	税務経理協会	monthly_issue	税経通信		2022年7月号	journal_issue	high	
publication:bencom:3cd440870c182072	税経通信 2022年8月号	2022	税務経理協会	monthly_issue	税経通信		2022年8月号	journal_issue	high	
publication:bencom:ddea53f6809afb82	税経通信 2022年9月号	2022	税務経理協会	monthly_issue	税経通信		2022年9月号	journal_issue	high	
publication:bencom:a2f80c93084dfd32	税経通信 2023年10月号	2023	税務経理協会	monthly_issue	税経通信		2023年10月号	journal_issue	high	
publication:bencom:da7e718d43e84f0a	税経通信 2023年11月号	2023	税務経理協会	monthly_issue	税経通信		2023年11月号	journal_issue	high	
publication:bencom:eb5ed83364dec2d0	税経通信 2023年12月号	2023	税務経理協会	monthly_issue	税経通信		2023年12月号	journal_issue	high	
publication:bencom:2be6cb721f0691a8	税経通信 2023年1月号	2022	税務経理協会	monthly_issue	税経通信		2023年1月号	journal_issue	high	
publication:bencom:dbd825f13fbeab59	税経通信 2023年2月号	2023	税務経理協会	monthly_issue	税経通信		2023年2月号	journal_issue	high	
publication:bencom:fe804df9687d9202	税経通信 2023年3月号	2023	税務経理協会	monthly_issue	税経通信		2023年3月号	journal_issue	high	
publication:bencom:b70e4706c6797dad	税経通信 2023年4月号	2023	税務経理協会	monthly_issue	税経通信		2023年4月号	journal_issue	high	
publication:bencom:7e401364bc7adaf8	税経通信 2023年5月号	2023	税務経理協会	monthly_issue	税経通信		2023年5月号	journal_issue	high	
publication:bencom:f5dc2d7fed97c93c	税経通信 2023年6月号	2023	税務経理協会	monthly_issue	税経通信		2023年6月号	journal_issue	high	
publication:bencom:8aed75649ea73d6b	税経通信 2023年7月号	2023	税務経理協会	monthly_issue	税経通信		2023年7月号	journal_issue	high	
publication:bencom:43714c7a03130738	税経通信 2023年8月号	2023	税務経理協会	monthly_issue	税経通信		2023年8月号	journal_issue	high	
publication:bencom:eb3faf89491d134b	税経通信 2023年9月号	2023	税務経理協会	monthly_issue	税経通信		2023年9月号	journal_issue	high	
publication:bencom:31840331866047e5	税経通信 2024年10月号	2024	税務経理協会	monthly_issue	税経通信		2024年10月号	journal_issue	high	
publication:bencom:e8310857e6a88fd1	税経通信 2024年11月号	2024	税務経理協会	monthly_issue	税経通信		2024年11月号	journal_issue	high	
publication:bencom:3dbce3b32932ee6e	税経通信 2024年12月号	2024	税務経理協会	monthly_issue	税経通信		2024年12月号	journal_issue	high	
publication:bencom:80e1643374b1b67a	税経通信 2024年1月号	2023	税務経理協会	monthly_issue	税経通信		2024年1月号	journal_issue	high	
publication:bencom:00b9f9914011f545	税経通信 2024年2月号	2024	税務経理協会	monthly_issue	税経通信		2024年2月号	journal_issue	high	
publication:bencom:2aee5e696048afe3	税経通信 2024年3月号	2024	税務経理協会	monthly_issue	税経通信		2024年3月号	journal_issue	high	
publication:bencom:c1de4447a2060309	税経通信 2024年4月号	2024	税務経理協会	monthly_issue	税経通信		2024年4月号	journal_issue	high	
publication:bencom:4bdfbb448a5d3e7c	税経通信 2024年5月号	2024	税務経理協会	monthly_issue	税経通信		2024年5月号	journal_issue	high	
publication:bencom:3648b06e19a497dd	税経通信 2024年6月号	2024	税務経理協会	monthly_issue	税経通信		2024年6月号	journal_issue	high	
publication:bencom:2612c80b1512cf6d	税経通信 2024年7月号	2024	税務経理協会	monthly_issue	税経通信		2024年7月号	journal_issue	high	
publication:bencom:de0d424e84876ff3	税経通信 2024年8月号	2024	税務経理協会	monthly_issue	税経通信		2024年8月号	journal_issue	high	
publication:bencom:f5a2c2ff5b5df1e4	税経通信 2024年9月号	2024	税務経理協会	monthly_issue	税経通信		2024年9月号	journal_issue	high	
publication:bencom:a40e222b97bec6c0	税経通信 2025年10月号	2025	税務経理協会	monthly_issue	税経通信		2025年10月号	journal_issue	high	
publication:bencom:68621ce7307ea7e0	税経通信 2025年11月号	2025	税務経理協会	monthly_issue	税経通信		2025年11月号	journal_issue	high	
publication:bencom:220662adde95c227	税経通信 2025年1月号	2024	税務経理協会	monthly_issue	税経通信		2025年1月号	journal_issue	high	
publication:bencom:af714f4aa0c8fe8a	税経通信 2025年2月号	2025	税務経理協会	monthly_issue	税経通信		2025年2月号	journal_issue	high	
publication:bencom:d4ac38aaa4261eb0	税経通信 2025年3月号	2025	税務経理協会	monthly_issue	税経通信		2025年3月号	journal_issue	high	
publication:bencom:5db772aa7da96644	税経通信 2025年4月号	2025	税務経理協会	monthly_issue	税経通信		2025年4月号	journal_issue	high	
publication:bencom:3147ca8fc0a11446	税経通信 2025年5月号	2025	税務経理協会	monthly_issue	税経通信		2025年5月号	journal_issue	high	
