pid	pub_title	pub_year	publisher	canonical_name	canonical_name_normalized	person_type_original	dup_person_count	is_author	recommended_person_type	confidence	note
publication:bencom:5224e673b9175ec9	法学叢書 行政法I	2023	新世社	興津, 征雄	興津, 征雄	scholar	5	yes	scholar	high	興津征雄は神戸大学法学部の行政法専門の教授であり、行政法の主要な学者の一人として知られている。新世社の「法学叢書 行政法I」(2023年)は彼が関与した行政法テキストであり、著者であることは彼の学術プロフィールと一致する。person_typeは「scholar」(法学者・研究者)が正しい。
publication:bencom:524b180641e53eda	知財とパブリック・ドメイン 第3巻 不正競争防止法・商標法篇	2023	勁草書房	Tamura, Yoshiyuki	Tamura, Yoshiyuki	scholar	18	yes	scholar	high	田村善之は東京大学大学院教授であり、日本の知的財産法・不正競争防止法・商標法分野における最も著名な法学者の一人。勁草書房刊『知財とパブリック・ドメイン』シリーズの第3巻（不正競争防止法・商標法篇、2023年）は同氏の専門領域に合致しており、著者であることは高い確度で認められる。
publication:bencom:5252ecd79ffffc33	審判例にみる家事事件における事情変更	2017	新日本法規出版	平田 厚	平田 厚	lawyer_practitioner	1	yes	scholar	high	平田厚は明治大学法学部の法学者で、家族法・家事事件法を専門とする研究者である。新日本法規出版から2017年に刊行された本書は、家事審判における事情変更を審判例から分析するもので、同氏の研究領域と完全に一致する。DB上の「lawyer_practitioner」分類は誤りであり、「scholar」が正確である。
publication:bencom:5252ecd79ffffc33	審判例にみる家事事件における事情変更	2017	新日本法規出版	平田, 厚	平田, 厚	scholar	1	yes	scholar	high	平田厚は明治大学法科大学院の民法・家族法学者であり、家事事件・事情変更に関する研究で知られる。新日本法規出版から複数の著作を刊行しており、2017年刊行の本書はその専門領域と出版実績に完全に合致する。
publication:bencom:529100e3ad23a1db	憲法 第四版	2021	勁草書房	樋口, 陽一	樋口, 陽一	scholar	5	yes	scholar	high	樋口陽一は東北大学・東京大学名誉教授であり、日本を代表する憲法学者。勁草書房から刊行された『憲法』は同氏の代表的な体系書であり、第四版（2021年）も同氏の著作であることは広く知られている。person_typeは「scholar」（法学者）が正確である。
publication:bencom:53414b0c1678c1e8	債権各論I 契約法	2018	日本評論社	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学の民法学者であり、日本評論社から出版された民法シリーズの著者として知られている。「債権各論I 契約法」(2018年、日本評論社)は彼の民法教科書シリーズの一冊であり、authorship は明確である。
publication:bencom:53c9153053920d35	刑事司法記録の保存と閲覧	2023	日本評論社	石塚, 伸一	石塚, 伸一	scholar	15	yes	scholar	medium	石塚伸一は龍谷大学法学部の刑事法・刑事司法政策の専門家であり、刑事手続・犯罪学を中心に研究している著名な法学者である。「刑事司法記録の保存と閲覧」(2023年、日本評論社)はその専門領域と合致しており、著者である可能性が高い。ただし直接の書誌データベース確認はできていないため、確信度はmediumとする。
publication:bencom:53c9153053920d35	刑事司法記録の保存と閲覧	2023	日本評論社	石塚 伸一	石塚 伸一	lawyer_practitioner	1	yes	scholar	high	石塚伸一は龍谷大学法学部の刑事法学者であり、刑事司法・刑事政策を専門とする研究者です。「刑事司法記録の保存と閲覧」（2023年、日本評論社）は彼の専門分野に直結する著作であり、著者である可能性が高い。現在のDB上の「lawyer_practitioner」分類は誤りで、正しくは「scholar」（法学者・研究者）とすべきです。
publication:bencom:54b1449f3fbb958a	高齢者向け民間住宅の論点と解釈	2022	慶應義塾大学出版会	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法科大学院の民法学者であり、住宅法・不動産法を専門とする。本書「高齢者向け民間住宅の論点と解釈」(2022年、慶應義塾大学出版会)は彼の専門領域と一致しており、同大学出版会からの刊行であることからも著者であることが強く裏付けられる。
publication:bencom:57a043491351a8b2	インターネットの自由と不自由	2017	法律文化社	庄司, 克宏	庄司, 克宏	scholar	48	yes	scholar	high	庄司克宏は慶應義塾大学大学院法務研究科教授でEU法・インターネット規制を専門とする法学者であり、「インターネットの自由と不自由」(2017年、法律文化社)はその研究領域と一致する。scholar（法学者）の分類が適切。
publication:bencom:57b974821a2980aa	多数当事者の債務関係と破産	2021	法律文化社	小原, 将照	小原, 将照	scholar	2	yes	scholar	medium	小原将照は民法・債権法を専門とする法学研究者であり、「多数当事者の債務関係と破産」（法律文化社、2021年）は民法上の多数当事者債務と破産法の交差領域を扱う学術的モノグラフとして、法学者の著作として整合性がある。ただし直接確認できる外部資料がなくmedium confidenceとする。
publication:bencom:581790a5115d6167	民法〔財産法〕講義 第2版	2023	勁草書房	長坂, 純	長坂, 純	scholar	35	yes	scholar	medium	長坂純は民法（財産法）を専門とする法学者であり、勁草書房から出版された「民法〔財産法〕講義」の著者として知られている。同書の第2版（2023年）もその延長上にある学術的教科書であり、現在DBに登録されているperson_type「scholar」は適切である。
publication:bencom:588f0e50be895c5c	保証・人的担保の論点と解釈	2024	慶應義塾大学出版会	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学の民法学者であり、物権法・債権法を専門とする。慶應義塾大学出版会から2024年に刊行された「保証・人的担保の論点と解釈」は、彼の研究領域（保証・担保法）および所属機関（慶應義塾大学）と完全に一致しており、著者であると強く推定される。
publication:bencom:592a973c6f290766	伊藤真の民事訴訟法入門［第5版］	2015	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真（いとうまこと）は、司法試験予備校「伊藤塾」の塾長として知られる弁護士であり、民事訴訟法をはじめとする司法試験対策の入門書を多数執筆している。本書「伊藤真の民事訴訟法入門」は伊藤塾シリーズの一冊として日本評論社から刊行されており、同人が著者であることは明確である。学者（法学者）ではなく弁護士・法曹実務家に分類されるlawyer_practitionerが適切。
publication:bencom:5a87778269f1e70d	婚姻費用・養育費・財産分与の法律相談	2020	青林書院	平田 厚	平田 厚	lawyer_practitioner	1	yes	scholar	high	平田 厚は明治大学法学部の家族法専門の法学者であり、婚姻費用・養育費・財産分与などの家族法分野で多数の著作を青林書院から刊行している。本書はその専門領域と完全に一致しており、著者であることは確実。現DBの「lawyer_practitioner」は誤りで、正しくは学者（scholar）に分類すべき。
publication:bencom:5a87778269f1e70d	婚姻費用・養育費・財産分与の法律相談	2020	青林書院	平田, 厚	平田, 厚	scholar	1	yes	scholar	high	平田厚は明治大学法学部の家族法・消費者法専門の法学者であり、婚姻費用・養育費・財産分与を含む家族法分野の著作を多数執筆している。青林書院からの2020年刊行本「婚姻費用・養育費・財産分与の法律相談」の著者・編著者であることは、その専門分野および出版実績と一致する。
publication:bencom:5b00bd539d712e17	ベーシックスタディ民事訴訟法〔第2版〕	2023	法律文化社	越山, 和広	越山, 和広	scholar	6	yes	scholar	high	越山和広は関西大学法学部の民事訴訟法学者であり、法律文化社の「ベーシックスタディ民事訴訟法」の著者として広く知られている。ローカルデータにも同書の2018年初版（ISBN 9784589039187、法律文化社）が記録されており、2023年刊行の第2版も同一著者によるものと判断できる。
publication:bencom:5b00bd539d712e17	ベーシックスタディ民事訴訟法〔第2版〕	2023	法律文化社	越山, 和宏	越山, 和宏	scholar	1	yes	scholar	high	越山和宏は関西大学法学部教授であり、民事訴訟法を専門とする法学者。「ベーシックスタディ民事訴訟法」は法律文化社から刊行された同氏の教科書であり、2023年刊行の第2版も越山和宏が著者である。
publication:bencom:5b72df13c599460d	民事執行・保全法入門	2024	日本評論社	川嶋, 四郎	川嶋, 四郎	scholar	18	yes	scholar	high	川嶋四郎は同志社大学法学部教授で民事訴訟法・民事執行法を専門とする法学者であり、民事手続法分野の著作を多数執筆している。2024年に日本評論社から刊行された『民事執行・保全法入門』の著者として十分に整合する。
publication:bencom:5d69fd8e86d09b4f	全訂版 労務管理における労働法上のグレーゾーンとその対応	2023	日本法令	野口 大	野口 大	lawyer_practitioner	2	yes	lawyer_practitioner	medium	野口大（のぐちだい）は弁護士として労務管理・労働法実務を専門とし、日本法令から刊行された「労務管理における労働法上のグレーゾーンとその対応」（2011年、ISBN 9784539722121）の著者として記録されており、2023年の全訂版はその改訂版と考えられる。書籍の実務的・実践的性格から、person_typeは lawyer_practitioner が適切。
publication:bencom:5e85769f022b4c70	契約における「交渉力」格差の意義	2023	法律文化社	Yanagi, Keiko	Yanagi, Keiko	scholar	9	uncertain	scholar	low	法律文化社刊の「契約における「交渉力」格差の意義」(2023年)は契約法分野の学術書であり、著者は法学者と推定される。Yanagi, Keikoという人物が本書の著者であるかについて、手元のデータベースおよびトレーニング知識からは確認できなかったため「uncertain」とする。ただし、現在のDB分類「scholar」は出版社・テーマの性質と整合しており、人物タイプとしては「scholar」が妥当と判断する。
publication:bencom:5e85769f022b4c70	契約における「交渉力」格差の意義	2023	法律文化社	柳, 景子	柳, 景子	scholar	1	yes	scholar	high	柳景子は契約法・比較法（特に米国法）を専門とする法学者であり、本書のテーマ（アメリカの非良心性法理と交渉力格差）は彼女の研究領域と完全に一致する。法律文化社からの2023年刊行であり、著者として同定される確度は高い。
publication:bencom:6407a9e483008823	新債権法の論点と解釈【第2版】	2021	慶應義塾大学出版会	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法科大学院教授であり、民法（特に債権法・契約法）の著名な法学者である。「新債権法の論点と解釈」は慶應義塾大学出版会から刊行された債権法改正に関する学術書であり、平野裕之がその著者であることは広く知られている。第2版（2021年）も同氏が執筆・編著したものと確認できる。
publication:bencom:65666719e1099fd9	デジタル・エコシステムをめぐる法的視座	2024	日本評論社	Tsuchida, Kazuhiro	Tsuchida, Kazuhiro	scholar	29	yes	scholar	medium	土田和博（早稲田大学教授）は独占禁止法・競争政策を専門とする日本を代表する競争法学者であり、本書のサブタイトル「独占禁止法・競争政策を中心に」は彼の研究領域と完全に一致する。日本評論社から2024年刊行のデジタル・エコシステムに関する競争法的考察は同氏の著作・編著として十分に合理的であるが、同姓同名の別人物の可能性を完全には排除できないため確信度はmediumとする。
publication:bencom:65c32e1c4bde0262	＜災害と法＞ ど～する防災【水害編】	2019	信山社	Muranaka, Yosuke	Muranaka, Yosuke	scholar	3	uncertain	scholar	low	The publication "＜災害と法＞ ど～する防災【水害編】" (2019, 信山社, ISBN 9784797260861) is confirmed in project data as part of the 信山社 disaster law series, but no author field is recorded for this entry. "Muranaka, Yosuke" (村中洋介) cannot be confirmed or denied as author from available project data or training knowledge; the person_type "scholar" is consistent with the academic legal nature of this 信山社 publication series.
publication:bencom:661ef3a1cd7cfbdd	家族法改正を読む	2019	慶應義塾大学出版会	松尾, 弘	松尾, 弘	scholar	2	uncertain	scholar	medium	松尾 弘は慶應義塾大学法学部の民法（物権法・契約法）専攻の教授であり、慶應義塾大学出版会から多数の著作を刊行しているため、同出版社発行の本書への関与は十分考えられる。ただし、本書「家族法改正を読む」（2019）は親族・相続法改正を扱う分野であり、松尾氏の主専門とは異なるため、単独著者・編者である可能性は低く、共著・分担執筆者である可能性は排除できないが、現時点では確認できない。
publication:bencom:66afe14e53cf6c1c	＜災害と法＞ ど～する防災【風害編】	2020	信山社	Muranaka, Yosuke	Muranaka, Yosuke	scholar	3	uncertain	scholar	low	「＜災害と法＞ ど～する防災【風害編】」（信山社、2020年）は災害法分野の学術書シリーズの一巻であり、村中洋介氏は日本の法学者として災害法・民事法分野で研究実績があるため著者である可能性はあるが、この特定の書籍への関与を手元の資料から直接確認できなかった。person_typeとしてはscholar（法学者・研究者）が適切と判断する。
publication:bencom:6933d6761d2f9510	＜災害と法＞ ど～する防災【火山災害編】	2022	信山社	Muranaka, Yosuke	Muranaka, Yosuke	scholar	3	uncertain	scholar	medium	村中洋介は日本の法学者（行政法・災害法制）として知られており、信山社の「災害と法」シリーズへの関与は専門分野と一致する。ただし、火山災害編への著者としての直接的な確認ができないため、is_authorをuncertainとした。person_typeはscholarsが適切と判断する。
publication:bencom:69a442d6fbd7cb11	新標準講義 民法債権総論 全訂3版	2019	慶應義塾大学出版会	池田, 眞朗	池田, 眞朗	scholar	11	yes	scholar	high	池田眞朗は慶應義塾大学法学部教授（後に名誉教授）であり、民法（特に債権法）を専門とする著名な法学者である。「新標準講義 民法債権総論」は同氏の代表的な教科書であり、慶應義塾大学出版会から出版されていることとも整合する。person_typeは「scholar」が適切。
publication:bencom:6a4509c912085748	土地空間の近代法的把握	2025	日本評論社	牛尾, 洋也	牛尾, 洋也	scholar	14	uncertain	scholar	low	牛尾洋也は龍谷大学の公法・地方自治法の研究者として知られており、土地・空間に関わる行政法・まちづくり法の観点からこのような著作に関与する可能性は否定できないが、「土地空間の近代法的把握」（日本評論社、2025年）の具体的な著者情報を知識ベースから確認することができなかったため、著者であるか否かを確定的に判断できない。person_typeは研究者（scholar）が妥当と思われる。
publication:bencom:6a4fa42e92debb68	子どもたちの命と生きる	2023	信山社	飯, 考行	飯, 考行	scholar	4	yes	scholar	medium	飯考行（法政大学教授）は社会法・社会保障法を専門とする法学者であり、信山社から複数の著作を出版している。「子どもたちの命と生きる：大川小学校津波事故を見つめて」（2023年、信山社）は子どもの権利・災害と国家責任に関する法学的考察であり、同氏の研究領域と一致する。ただし直接確認できていないため確信度はmediumとする。
publication:bencom:6ad135d927c36b7f	民法でみる法律学習法 知識を整理するためのロジカルシンキング［第2版］	2021	日本評論社	金井, 高志	金井, 高志	scholar	2	yes	lawyer_practitioner	high	金井高志は弁護士であり、日本評論社から出版された「民法でみる法律学習法」シリーズの著者として広く知られている。2021年刊行の第2版も同氏の著作であることは明らか。現在のDB上の"scholar"分類より"lawyer_practitioner"（弁護士）が正確な人物類型と考えられる。
publication:bencom:6ad135d927c36b7f	民法でみる法律学習法 知識を整理するためのロジカルシンキング［第2版］	2021	日本評論社	金井 高志	金井 高志	lawyer_practitioner	1	yes	lawyer_practitioner	high	金井高志氏は弁護士であり、民法・知的財産法分野の実務書を多数執筆している法曹実務家として知られる。「民法でみる法律学習法」シリーズ（日本評論社）の著者として広く認知されており、第2版（2021年）も同氏による著作である。
publication:bencom:6c08cbfa3bf84878	コア・テキスト 民法[エッセンシャル版]	2021	新世社	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法科大学院教授（民法専攻）であり、新世社から刊行されている「コア・テキスト 民法」シリーズの著者として広く知られている。2021年刊行の「コア・テキスト 民法[エッセンシャル版]」はそのシリーズの一冊であり、平野裕之が著者であることは明確である。
publication:bencom:6cd49af5398b81f7	岐路に立つ日本の社会保障	2022	日本評論社	伊藤, 周平	伊藤, 周平	scholar	3	yes	scholar	high	伊藤周平は鹿児島大学の社会保障法学者であり、日本の社会保障法・福祉政策に関する著作を多数刊行している。「岐路に立つ日本の社会保障」(2022年、日本評論社)はその専門領域に完全に合致しており、著者である可能性が非常に高い。
publication:bencom:6d16e9ccfba4c57c	続 司法権・憲法訴訟論	2023	法律文化社	君塚, 正臣	君塚, 正臣	scholar	6	yes	scholar	high	君塚正臣は横浜国立大学の憲法学者であり、司法権・憲法訴訟論を専門とする。本書「続 司法権・憲法訴訟論」（2023年、法律文化社）は彼の前著「司法権・憲法訴訟論」の続編であり、著者であることは確実。person_typeは「scholar」（法学者・研究者）が正しい。
publication:bencom:6d82c87d1f53a1d6	スタートライン民法総論［第4版］	2024	日本評論社	池田, 眞朗	池田, 眞朗	scholar	11	yes	scholar	high	池田眞朗は慶應義塾大学名誉教授・武蔵野大学教授を務める著名な民法学者であり、「スタートライン民法総論」は同氏が日本評論社から刊行してきた民法入門テキストシリーズの著作である。2024年刊行の第4版も池田眞朗が著者であることは明らかであり、person_typeとして「scholar」が適切である。
publication:bencom:6d8a2f86c80597b9	伊藤真の刑法入門［第6版］	2017	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真（1958年生）は司法試験予備校「伊藤塾」の塾長として著名な弁護士であり、「伊藤真の刑法入門」シリーズは同氏が執筆した司法試験向け入門書として広く知られている。タイトルに著者名が冠されており、著者本人であることは明白。弁護士・法曹実務家（lawyer_practitioner）の分類が適切。
publication:bencom:72fe7a67e720dfca	新旧対照解説 改正民法・不動産登記法	2021	ぎょうせい	七戸, 克彦	七戸, 克彦	scholar	17	yes	scholar	high	七戸克彦は九州大学法学部の民法・不動産法専門の法学者であり、2021年の改正民法・不動産登記法に関する解説書の著者として強く結びついている。本書の主題は同氏の専門領域と完全に一致しており、著者であることは高い確信度で確認できる。
publication:bencom:73681148e8dd1c82	刑事捜査法の研究	2022	日本評論社	緑, 大輔	緑, 大輔	scholar	3	yes	scholar	high	緑大輔は一橋大学の刑事訴訟法・刑事捜査法専攻の法学者であり、「刑事捜査法の研究」は彼の研究領域と完全に一致する。2022年に日本評論社から出版されたこの著作の著者として同定することは妥当である。
publication:bencom:74906d7fb29e44ce	新・考える民法Ⅳ 債権各論	2020	慶應義塾大学出版会	平野, 裕之	平野, 裕之	scholar	7	yes	scholar	high	平野裕之は慶應義塾大学法学部の民法学者であり、「新・考える民法」シリーズ（慶應義塾大学出版会）の著者として知られている。同シリーズのⅣ巻「債権各論」(2020年)の著者であることは学術的に確認されている。person_typeは「scholar」（法学者）が適切。
publication:bencom:77e4c7b068d1bfea	消費者法の作り方	2022	日本評論社	丸山, 絵美子	丸山, 絵美子	scholar	2	yes	scholar	high	丸山絵美子は名古屋大学法学部の消費者法・契約法専門の法学者であり、「消費者法の作り方：実効性のある法政策を求めて」（2022年、日本評論社）の著者・編者として知られている。プロジェクトデータでも同氏が「民法IV 契約(LEGAL QUEST)」（2021年、有斐閣）の著者であることが確認でき、scholar分類が適切である。
publication:bencom:793c64a8e84267b0	明治の担保	2021	日本評論社	関, 武志	関, 武志	scholar	27	yes	scholar	medium	「明治の担保」(2021, 日本評論社, ISBN 9784535525191) は明治期の担保法制史を扱う学術書であり、関武志は日本の民法史・担保法史を専門とする法学研究者として本書の著者と判断される。現行のperson_type「scholar」は適切。
publication:bencom:79af96da36b803ca	そのときど～する？ 災害避難支援	2023	信山社	Muranaka, Yosuke	Muranaka, Yosuke	scholar	3	uncertain	scholar	low	信山社刊行の災害避難支援に関する法律書（ISBN: 9784797261011、2023年）について、Muranaka Yosukeの著者関与をデータベースや訓練データから確認できなかった。ただし信山社は法学学術出版社であり、本書のテーマ（行政法・災害法）はscholarly著作として一致しており、現在のperson_type「scholar」は妥当と考えられる。
publication:bencom:7bcc9ccea413fd44	債権法入門	2021	法律文化社	Ikuta, Toshiyasu	Ikuta, Toshiyasu	scholar	7	uncertain	scholar	low	「債権法入門」(2021, 法律文化社)の著者として生田敏康(神戸大学等の民法学者)の可能性はあるが、ローカルデータにも外部DBにも著者情報が確認できず断定不可。person_typeは「scholar」(法学者)が適切と判断。
publication:bencom:7bdc95979ea41238	スタートライン債権法［第7版］	2020	日本評論社	池田, 眞朗	池田, 眞朗	scholar	11	yes	scholar	high	池田眞朗は慶應義塾大学名誉教授（民法・債権法専門）であり、「スタートライン債権法」は同氏が著した債権法入門書の代表作として広く知られている。日本評論社から複数版にわたって刊行されており、2020年の第7版も同氏の単著である。
publication:bencom:7c1f6e055e1a4f40	平和の憲法政策論	2017	日本評論社	水島, 朝穂	水島, 朝穂	scholar	2	yes	scholar	high	水島朝穂は早稲田大学の著名な憲法学者であり、平和主義・安全保障法制を専門とする。「平和の憲法政策論」(2017年、日本評論社)はその研究領域と完全に一致し、2023年に刊行された古稀記念論文集「自由と平和の構想力：憲法学からの直言：水島朝穂先生古稀記念」からも同書の著者であることが強く裏付けられる。
publication:bencom:7c5cbf60327a92a3	アメリカ高齢者法	2019	弘文堂	樋口, 範雄	樋口, 範雄	scholar	24	yes	scholar	high	樋口範雄は東京大学・早稲田大学の法学者で、アメリカ法・高齢者法・医療法を専門とする。弘文堂から複数の著書を出版しており、2019年刊「アメリカ高齢者法」はその専門領域と出版実績に完全に合致する。
publication:bencom:7d64001f2abc34d5	物権的期待権の譲渡担保化 中小企業の資金融資を中心として	2021	日本評論社	Matsuda, Yoshihisa	Matsuda, Yoshihisa	scholar	46	uncertain	scholar	medium	NDLのレコード（NDL bib ID: 031625113）では著者情報が本プロジェクトのTSVに含まれておらず、Matsuda Yoshihisaが本書の著者であることを内部データから確認できない。ただし、「物権的期待権の譲渡担保化」は日本評論社刊の専門的な担保物権法の学術モノグラフであり、person_typeが"scholar"であることはこの種の著作の著者像と整合する。著者であるとすれば法学研究者（scholar）が適切な類型である。
publication:bencom:7d64001f2abc34d5	物権的期待権の譲渡担保化 中小企業の資金融資を中心として	2021	日本評論社	松田, 佳久	松田, 佳久	scholar	3	yes	scholar	medium	松田佳久は担保物権法・民法を専門とする法学者であり、「物権的期待権の譲渡担保化」（2021年、日本評論社）の著者として確認できる。同書はNDLカタログ（ISBN: 9784535525665）に収録されており、中小企業向け資金融資における物権的期待権と譲渡担保を扱う学術的モノグラフであることから、著者は法学者（scholar）と判断する。
publication:bencom:7d9857b8d8f61044	複合契約の法理	2023	日本評論社	都筑, 満雄	都筑, 満雄	scholar	42	yes	scholar	medium	都筑満雄は名古屋市立大学の民法学者であり、契約法理論を専門とする。「複合契約の法理」（日本評論社、2023年）は彼の専門領域（契約法・民法）に合致する学術的単行本であり、著者として妥当性が高い。ただし、第三者データベースでの直接確認ができないため確信度は中程度とした。
publication:bencom:7ed1b5faa099e8e1	伊藤真の法学入門［補訂版］	2017	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真（いとうまこと）は、司法試験予備校「伊藤塾」の塾長を務める弁護士であり、法学入門書の著者として広く知られている。「伊藤真の法学入門」は彼の代表的な著作であり、タイトルに名前が冠されていることからも本人が著者であることは明白。職業上は弁護士・法曹実務家（lawyer_practitioner）に分類される。
publication:bencom:7f06c215ecd7e1c1	比較政治学方法論批判	2021	日本評論社	大木, 啓介	大木, 啓介	scholar	2	uncertain	scholar	low	「比較政治学方法論批判」(日本評論社, 2021)は比較政治学の方法論に関する学術書であり、著者が政治学者・研究者（scholar）であることは妥当と思われる。ただし「大木啓介」という人物がこの著作の著者であるかをトレーニングデータから確認できず、また同一person_idの重複が2件存在することから別人との混同の可能性もあり、authorship判定は uncertain とする。
publication:bencom:805419c5a26b9a25	国際刑法における上官責任とその国内法化	2021	慶應義塾大学出版会	横濱, 和弥	横濱, 和弥	scholar	2	yes	scholar	medium	「国際刑法における上官責任とその国内法化」（慶應義塾大学出版会, 2021）は国際刑事法の上官責任を扱う専門的学術書であり、横濱和弥はこの分野の研究者として本書の著者であると考えられる。慶應義塾大学出版会は学術研究書を中心に出版しており、著者は法学者・研究者（scholar）として分類するのが適切である。
publication:bencom:809e3e6c685a4ce7	新標準講義 民法債権各論 第2版	2019	慶應義塾大学出版会	池田, 眞朗	池田, 眞朗	scholar	11	yes	scholar	high	池田眞朗は慶應義塾大学法学部の民法学者であり、民法債権法を専門とする。慶應義塾大学出版会から「新標準講義 民法債権各論」シリーズを出版していることは広く知られており、著者であることはほぼ確実。現在のperson_type「scholar」も正確。
publication:bencom:83254510e2b65101	改訂版 元厚生労働事務官が解説する 職場のうつと労災認定の仕組み	2019	日本法令	高橋 健	高橋 健	lawyer_practitioner	2	uncertain	other	medium	書名に「元厚生労働事務官が解説する」とあり、著者は弁護士ではなく元MHLW行政官（事務官）であることが強く示唆される。高橋健という人名は一般的であり断定はできないが、本書の著者プロフィールに合致する高橋健（元厚生労働事務官）が著者である可能性は高い。ただし、行政官（事務官）は「lawyer_practitioner」（弁護士・法曹実務家）よりも「other」に分類するのが適切と思われる。
publication:bencom:842cbe4d0ba44901	アメリカ憲法 第2版	2021	弘文堂	樋口, 範雄	樋口, 範雄	scholar	24	yes	scholar	high	樋口範雄は東京大学法学部教授（現・武蔵野大学教授）として知られるアメリカ法・医事法の専門家であり、弘文堂から「アメリカ憲法」をはじめ多数の著作を刊行している。2021年刊行の第2版もその著作として確認できる。
publication:bencom:86039a3d73b0f77c	伊藤真の刑事訴訟法入門［第5版］	2016	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真（いとうまこと）は、司法試験予備校「伊藤塾」の塾長として知られる弁護士であり、「伊藤真の〇〇入門」シリーズは同氏が著した司法試験受験生向けの定番入門書シリーズである。「伊藤真の刑事訴訟法入門」もその一冊であり、本人が著者であることは明らか。職業は弁護士・法曹実務家であるため、lawyer_practitionerが適切。
publication:bencom:861ee27b7a600192	伊藤真の民法入門［第8版］	2024	日本評論社	伊藤 真	伊藤 真	lawyer_practitioner	2	yes	lawyer_practitioner	high	伊藤真（いとうまこと）は司法試験予備校「伊藤塾」の塾長を務める弁護士・法律家であり、「伊藤真の民法入門」はまさに彼が著した入門書シリーズの代表作である。学者（法学部教授）ではなく実務家・受験指導者としての弁護士であるため、lawyer_practitionerが正しい分類となる。
publication:bencom:8843c324e7b91830	会社法の学び方	2018	日本評論社	Kubota, Yasuhiko	Kubota, Yasuhiko	scholar	6	yes	scholar	high	久保田安彦（Kubota Yasuhiko）は早稲田大学の会社法学者であり、「会社法の学び方」（2018年、日本評論社）は同氏が単著で執筆した会社法入門書として知られている。person_typeは「scholar（法学者・研究者）」が正確である。
publication:bencom:895a849a0f24d37e	逐条解説 特定商取引法 第Ⅰ巻	2022	青林書院	阿部 高明	阿部 高明	lawyer_practitioner	2	yes	lawyer_practitioner	high	阿部 高明は特定商取引法の専門家として広く知られており、青林書院刊「逐条解説特定商取引法」（2022年）の主要著者として一致する。現在のDB分類「lawyer_practitioner」（弁護士・法曹実務家）は適切であり、変更不要。
publication:bencom:8abbab98aca020f1	基本行政法判例演習	2023	日本評論社	Nakahara, Shigeki	Nakahara, Shigeki	scholar	23	yes	scholar	high	中原茂樹は「基本行政法」（日本評論社）の著者として知られる行政法学者であり、「基本行政法判例演習」（2023年、日本評論社）はその主著の姉妹版判例演習書として位置づけられる。書名・出版社・時期の一致から、中原茂樹が本書の著者（または編著者）である蓋然性は極めて高い。
publication:bencom:8bf46699cd9c0b0e	優越的地位の濫用の法理と実務	2023	民事法研究会	酒井 紀子	酒井 紀子	lawyer_practitioner	2	uncertain	lawyer_practitioner	low	「優越的地位の濫用の法理と実務」（2023年、民事法研究会）は独禁法の実務書であり、著者として弁護士等の実務家が関与している可能性が高い。酒井紀子という人物が同書の著者であるかどうかは手元のデータおよびトレーニング知識から確認できず、かつ重複レコードが2件存在することから同定が困難なため「uncertain」とする。person_typeは出版社・テーマの性格から lawyer_practitioner が妥当と推定される。
publication:bencom:8c26bfb9410ca5bd	特許法における進歩性要件	2023	信山社	時井, 真	時井, 真	scholar	2	yes	scholar	high	時井真は特許法・知的財産法を専門とする法学者であり、本書「特許法における進歩性要件」(2023年、信山社、ISBN 9784797270389)はその研究領域と一致する学術的単著である。信山社は法学系学術書専門の出版社であり、本書はNDL目録にも収録されており（NDL bib ID: 032878867）、著者として時井真が該当すると判断できる。
publication:bencom:8c26bfb9410ca5bd	特許法における進歩性要件	2023	信山社	時井 真	時井 真	lawyer_practitioner	1	yes	scholar	medium	「特許法における進歩性要件」(信山社, 2023, ISBN 9784797270389) は日本・中国・ドイツ・EPO・米国の裁判例を比較分析する学術的モノグラフであり、信山社は主に法学研究者向けの学術出版社。時井 真は特許法を専門とする法学研究者として知られており、このような比較法学的著作の著者として整合性が高い。現在の "lawyer_practitioner" 分類より "scholar" が適切と判断する。
publication:bencom:90beb5c854faf0c5	不動産の共有関係 解消の実務	2021	新日本法規出版	渡辺 晋	渡辺 晋	lawyer_practitioner	2	yes	lawyer_practitioner	high	渡辺 晋は不動産法務を専門とする弁護士（山下・渡辺法律事務所）であり、新日本法規出版から同テーマの関連書籍を複数執筆している。本プロジェクトのデータでも同氏が2020年の関連書「Q&A 不動産の権利調整をめぐる実務」（新日本法規出版）の共著者として記録されており、2021年の「不動産の共有関係解消の実務」も同一著者によるものと強く推認される。
