journal_canonical,article_count,key_type,key_value,status,source,note
現代法律実務の諸問題<令和,79,isbn_per_issue,,seed_isbn_per_issue,seed:article_meta_confirmed,日弁連研修叢書『現代法律実務の諸問題』(第一法規)令和年度版シリーズ。ISSN無し。
高崎経済大学論集,78,issn,0496-7534,issn_batch_confirmed,issn_batch_20260622,ndl_name=高崎経済大学論集 = The Economic journal of Takasaki City University of Economics evidence=76 1963→2024
京女法学,76,issn,2186-7194,issn_batch_confirmed,issn_batch_20260622,ndl_name=京女法学 = Kyojo hougaku : Kyojo journal of law and politics evidence=80 2011→2026
公企労研究,74,issn,0286-9160,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認。公共企業体等労働問題研究センター。単一機関誌。
東北学院法学,74,issn,1880-8697,issn_batch_confirmed,issn_batch_20260622,ndl_name=東北学院法学 = The Tohoku Gakuin University review of law and political science evidence=67 2006→2024
比較法学(早稲田大学),74,issn,0440-8055,seed_verified,seed:ndl_overlay_suffix,早稲田大学 比較法学。ndl_overlay suffix-match
用地,73,issn,0287-0509,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。東京出版。
龍谷大学大学院法学研究,71,issn,1345-4544,issn_batch_confirmed,issn_batch_20260622,"ndl_name=龍谷大学大学院法学研究 = The bulletin of the Graduate School of Law, Ryukoku University / 龍谷大学大学院法学研究編集委員会 編 evidence=50 1999→2025"
部落問題研究,71,issn,0287-7856,issn_batch_confirmed,issn_batch_20260622,ndl_name=部落問題研究 : 部落問題研究所紀要 evidence=59 1965→2025
社会科学論集,70,issn,0389-407X,issn_batch_confirmed,issn_batch_20260622,ndl_name=社会科学論集 : 高知短期大学研究報告 / 高知短期大学社会科学会 編 evidence=80 1955→2021
シュトイエル,67,issn,0385-5872,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認。日本税法学会(税法研究所)。単一機関誌。
大東文化大学法学研究所報,67,ncid,AN10486981,ndl_unique,ndl_sru:confirmed,大東文化大学法学研究所報。NDL SRU: NCID AN10486981。
学習院大学大学院法学研究科法学論集,67,issn,0919-391X,issn_batch_confirmed,issn_batch_20260622,ndl_name=学習院大学大学院法学研究科法学論集 evidence=80 1993→2026
沖縄法政研究,67,issn,1344-8242,issn_batch_confirmed,issn_batch_20260622,ndl_name=沖縄法政研究 / 沖縄法政研究所 [編] evidence=76 1999→2026
現代法律実務の諸問題(上)<平成,67,isbn_per_issue,,seed_isbn_per_issue,seed:article_meta_confirmed,日弁連研修叢書『現代法律実務の諸問題（上）』(第一法規出版)年度版・上下分冊。ISSN無し。
労働福祉,64,issn,0911-0984,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。労働福祉共済会。
不法行為法(法学セミナー増刊)』所収p,64,isbn_per_issue,,seed_isbn_per_issue,seed:article_meta_confirmed,日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。
弁護士研修講座――平成,64,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,商事法務研究会。各年度の研修講座叢書(平成N年度秋季等)。ISSN無し。各年度ISBN別管理。
比較憲法学研究,63,ncid,AN10422413,ndl_unique,ndl_sru:cinii_crid,比較憲法学研究(比較憲法学会)。CiNii crid経由NCID=AN10422413。
現代判例民法学の課題――森泉章教授還暦記念論集』所収p,63,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
商標・意匠・不正競争判例百選(別冊ジュリスト,61,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
最高裁判所判例解説――民事篇<令和,60,isbn_per_issue,,seed_isbn_per_issue,seed:ndl_isbn_index,書籍シリーズ。号(年度版)別ISBN→saikosai_isbn_map.csv。発行所=法曹会
拓殖大学論集,60,issn,0288-6650,issn_batch_confirmed,issn_batch_20260622,ndl_name=拓殖大学論集 / 拓殖大学研究所 [編] evidence=71 1956→1992
商標・意匠・不正競争判例百選<第,59,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
名経法学,58,issn,1340-3664,issn_batch_confirmed,issn_batch_20260622,ndl_name=名経法学 = Meikei law review evidence=50 1999→2017
大学と学生,57,issn,0286-4657,issn_batch_confirmed,issn_batch_20260622,ndl_name=大学と学生 / 日本学生支援機構 編 evidence=77 1982→2010
宮崎産業経営大学法学論集,57,issn,0915-2016,issn_batch_confirmed,issn_batch_20260622,ndl_name=宮崎産業経営大学法学論集 evidence=80 1988→2024
現代判例民法学の理論と展望――森泉章先生古稀祝賀論集』所収p,57,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
InfoCom REVIEW,56,issn,1341-0024,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。情報通信総合研究所。
法政法科大学院紀要,56,ncid,AA12030445,ndl_unique,ndl_sru:cinii_crid,法政法科大学院紀要(法政大学法科大学院)。CiNii crid経由NCID=AA12030445。
下関市立大学論集,55,issn,0387-5296,issn_batch_confirmed,issn_batch_20260622,ndl_name=下関市立大学論集 = Shimonoseki City University review / 下関市立大学学会 編 evidence=78 1978→2019
駒沢法学,54,issn,1347-6599,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。駒沢大学法学部。
青山社会科学紀要,54,issn,0286-3901,issn_batch_confirmed,issn_batch_20260622,ndl_name=青山社会科学紀要 evidence=80 1973→2026
岡山商科大学法学論叢,53,issn,0919-5807,issn_batch_confirmed,issn_batch_20260622,ndl_name=岡山商科大学法学論叢 / 岡山商科大学学会 [編] evidence=77 1993→2026
武蔵大学論集,53,issn,0287-1181,issn_batch_confirmed,issn_batch_20260622,ndl_name=武蔵大学論集 = The journal of Musashi University evidence=80 1953→2020
白鴎大学大学院法学研究年報,53,issn,1880-2699,ndl_unique,ndl_serial_overlay,
最高裁判所判例解説――刑事篇<昭和,52,isbn_per_issue,,seed_isbn_per_issue,seed:ndl_isbn_index,書籍シリーズ。号(年度版)別ISBN→saikosai_isbn_map.csv。発行所=法曹会。昭和期はISBN未収録
学習院法務研究,52,issn,1884-8737,issn_batch_confirmed,issn_batch_20260622,ndl_name=学習院法務研究 evidence=80 2010→2026
下級審商事判例評釈,52,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,慶応義塾大学法学研究会叢書97等。慶応叢書シリーズ。ISSN無し。各巻ISBN別管理。
専修大学法学研究所所報,52,issn,0913-7165,issn_batch_confirmed,issn_batch_20260622,ndl_name=専修大学法学研究所所報 evidence=75 1999→2026
北大法学研究科ジュニア・リサーチ・ジャーナル,52,ncid,AN1046383X,ndl_unique,ndl_sru:cinii_crid,北大法学研究科ジュニア・リサーチ・ジャーナル(北海道大学大学院法学研究科)。CiNii crid経由NCID=AN1046383X。
八幡大学論集,51,issn,0385-3578,issn_batch_confirmed,issn_batch_20260622,ndl_name=八幡大学論集 / 八幡大学法経学会 [編] evidence=79 1956→1989
神戸法学年報(神戸大学),51,issn,0912-3709,ndl_unique,ndl_serial_overlay,
愛知学院大学法学部同窓会創立,51,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
関西大学法科大学院ジャーナル,51,issn,1880-9731,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。関西大学大学院法務研究科。
CIPICジャーナル,50,ncid,AA11439114,ndl_unique,ndl_sru:cinii_crid,CIPICジャーナル(日本関税協会知的財産情報センター)。CiNii crid経由NCID=AA11439114。
商事法務,50,,,collision_split,reconcile_collision,"2誌混在: 商事法務研究会(旬刊商事法務 ISSN 0289-1107, 41件) + 国際商事法研究所(国際商事法務 ISSN 0287-7511, 8件) + 商事法務(ISSN 0911-4408, 1件)。別canonical既存。collision_split。"
季刊用地,50,issn,1345-9600,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。東京出版。
法と秩序,50,issn,0288-5476,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(94%)。法と秩序研究会。
民法の基本判例<第,50,issn,0389-2220,seed_bessatsu_jurist,seed:article_meta_confirmed,民法の基本判例(有斐閣・月刊法学教室増刊 基本判例シリーズ)。掲載誌等「月刊法学教室増刊 基本判例シリーズ２」所収確認。
民法の基本判例(別冊法学教室 基本判例シリーズ,50,issn,0389-2220,seed_bessatsu_jurist,seed:article_meta_confirmed,民法の基本判例(有斐閣・別冊法学教室 基本判例シリーズ)。掲載誌等「別冊法学教室 基本判例シリーズ２」所収確認。
白鴎大学法科大学院紀要,50,issn,1882-4277,issn_batch_confirmed,issn_batch_20260622,ndl_name=白鴎大学法科大学院紀要 evidence=79 2007→2017
著作権研究,50,issn,0387-9399,issn_batch_confirmed,issn_batch_20260622,ndl_name=著作権研究 = Copyright law journal / 著作権法学会 編 evidence=57 1967→2019
環境法判例百選(別冊ジュリスト,49,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
消費者取引判例百選(別冊ジュリスト,49,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
中京大学大学院生法学研究論集,49,issn,0389-7958,ndl_unique,ndl_serial_overlay,
三重法経,49,issn,0287-5810,issn_batch_confirmed,issn_batch_20260622,ndl_name=三重法經 evidence=78 1958→2019
法学紀要(日本大学),48,issn,0287-0665,issn_batch_confirmed,issn_batch_20260622,"ndl_name=法学紀要 = Journal of law, political science and economics evidence=1 1984→1984"
会社法――重要問題と解説<改訂版>(法学演習講座,48,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
現代刑事法,48,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
刑事訴訟法判例百選<第,47,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
宗教判例百選<第,47,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
会社判例百選<第,47,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
早稲田大学法務研究論叢,47,issn,2432-1702,issn_batch_confirmed,issn_batch_20260622,ndl_name=早稲田大学法務研究論叢 evidence=79 2016→2025
西南学院大学大学院法学研究論集,47,issn,0287-4881,issn_batch_confirmed,issn_batch_20260622,ndl_name=西南学院大学大学院法学研究論集 = Seinan Gakuin University Graduate School graduate studies in law / 西南学院大学大学院 編 evidence=48 1982→2026
法学,47,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
新倒産判例百選(別冊ジュリスト,46,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
基本法学(岩波講座),46,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
特許判例百選<第,45,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
大東ロージャーナル,45,issn,1880-1242,issn_batch_confirmed,issn_batch_20260622,ndl_name=大東ロージャーナル = Daito law journal evidence=79 2005→2018
近畿大学法科大学院論集,45,issn,1349-791X,issn_batch_confirmed,issn_batch_20260622,ndl_name=近畿大学法科大学院論集 = The law review of Kinki University Law School / 近畿大学法科大学院 編 evidence=77 2005→2019
建築関係法令の研究,44,ncid,BN03460454,cinii_books_confirmed,cinii_books_20260627,CiNii Books: 集合書誌『建築関係法令の研究』(日本建築学会近畿支部設計計画研究委員会) NCID=BN03460454。direct/vol-issue接合。
法学会雑誌(東京都立大学),43,issn,0386-8745,seed_verified,seed:cinii_ndl_confirmed,東京都立大学法学会雑誌 〜2005年。CiNii AN00163975
秋田法学(ノースアジア大学),43,issn,0286-2859,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。ノースアジア大学(旧秋田経済法科大学)。
高千穂論叢,43,issn,0388-7340,issn_batch_confirmed,issn_batch_20260622,ndl_name=高千穂論叢 / 高千穂大学高千穂学会 編 evidence=77 1968→2026
政経論叢,42,issn,0387-3285,issn_batch_confirmed,issn_batch_20260622,ndl_name=政経論叢 evidence=36 1951→2026
熊本ロージャーナル,42,ncid,AA12274982,ndl_unique,ndl_sru:cinii_crid,熊本ロージャーナル(熊本大学大学院法曹養成研究科)。CiNii crid経由NCID=AA12274982。
憲法論叢,41,issn,1343-635X,issn_batch_confirmed,issn_batch_20260622,ndl_name=憲法論叢 = Constitutional law review evidence=10 1997→2010
民事手続法学の新たな地平――青山善充先生古稀祝賀論文集』所収p,41,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
法経論集,41,issn,0287-9921,issn_batch_confirmed,issn_batch_20260622,ndl_name=愛知大学法経論集. 経済・経営篇 evidence=51 1976→2026
Hitotsubashi Journal of Law and Politics,40,issn,0073-2796,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。一橋大学。
富士大学紀要,40,issn,0385-5007,issn_batch_confirmed,issn_batch_20260622,ndl_name=富士大学紀要 / 富士大学学術研究会 編 evidence=79 1976→2023
徳山大学論叢,40,issn,0287-3680,issn_batch_confirmed,issn_batch_20260622,ndl_name=徳山大学論叢 = The Review of Tokuyama University evidence=66 1979→2019
民法学と比較法学の諸相,40,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
近大法学,40,issn,0288-2809,issn_batch_confirmed,issn_batch_20260622,ndl_name=近大法学 / 近畿大学法学会 編 evidence=55 1969→1989
続現代民法学の基本問題――内山尚三 黒木三郎 石川利夫先生古稀記念』所収p,39,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
教育判例百選<第,38,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
刑政,38,issn,0287-4628,issn_batch_confirmed,issn_batch_20260622,ndl_name=刑政 : The Japanese journal of correction evidence=50 1957→2026
東北学院大学法学政治学研究所紀要,38,issn,0919-4347,issn_batch_confirmed,issn_batch_20260622,ndl_name=東北学院大学法学政治学研究所紀要 = Bulletin of Institute for Research in Law & Political Science / 東北学院大学法学政治学研究所 編 evidence=50 2000→2021
要件事実・事実認定論と基礎法学の新たな展開――伊藤滋夫先生喜寿記念』所収p,38,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
下級審商事判例評釈(平成元年-,38,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,慶応義塾大学法学研究会叢書74等。慶応叢書シリーズ。ISSN無し。各巻ISBN別管理。
精神医学,38,issn,0300-032X,issn_batch_confirmed,issn_batch_20260622,ndl_name=臨床精神医学 = Japanese journal of clinical psychiatry evidence=10 2011→2025
公害・環境判例百選(別冊ジュリスト,37,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
日本経大論集,37,issn,2185-5676,issn_batch_confirmed,issn_batch_20260622,ndl_name=日本経大論集 evidence=78 2010→2022
立命館大学法学部ニューズレター,37,ncid,AN10486595,cinii_books_confirmed,cinii_books_20260627,CiNii Books: serial NCID=AN10486595(=立命館ロー・ニューズレター)。direct通巻接合。
東北法学会会報(東北大学),36,issn,0910-0644,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。東北大学東北法学会。
現代民法学の理論と課題――遠藤浩先生傘寿記念』所収p,36,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
北九州大学法政論集,35,issn,0287-6930,issn_batch_confirmed,issn_batch_20260622,ndl_name=北九州大学法政論集 evidence=80 1977→1999
民事法の諸問題,35,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,専修大学法学研究所研究叢書。シリーズ書籍(民事法の諸問題1〜N巻)。
企業法学の論理と体系――永井和之先生古稀記念論文集』所収p,35,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
農業法研究,35,issn,0549-5822,issn_batch_confirmed,issn_batch_20260622,ndl_name=農業法研究 / 日本農業法学会 編 evidence=73 1968→2025
保険学保険法学の課題と展望――大谷孝一博士古稀記念』所収p,34,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
憲法の基本判例(別冊法学教室 基本判例シリーズ,34,issn,0389-2220,seed_bessatsu_jurist,seed:article_meta_confirmed,憲法の基本判例(有斐閣・別冊法学教室 基本判例シリーズ)。掲載誌等「別冊法学教室」所収確認。ISSN 0389-2220。
憲法訴訟(法学セミナー増刊)』所収p,34,issn,0439-3295,seed_bessatsu_jurist,seed:article_meta_confirmed,憲法訴訟(日本評論社・法学セミナー増刊)。ISSN 0439-3295(法学セミナー)と同一。所収p確認。
青山法務研究論集,34,issn,2185-0631,issn_batch_confirmed,issn_batch_20260622,ndl_name=青山法務研究論集 = Aoyama law journal / 青山学院大学法務研究学会 編 evidence=77 2010→2022
民法学の課題と展望――石田喜久夫先生古稀記念』所収p,33,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
昭和商法学史――岩崎稜先生追悼論文集』所収p,33,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
群馬法専紀要,33,issn,0913-7076,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。群馬法律専門学校。
専修大学今村法律研究室報,32,ncid,AN00132472,ndl_unique,ndl_sru:cinii_crid,専修大学今村法律研究室報(専修大学今村法律研究室)。CiNii crid経由NCID=AN00132472。
神奈川大学大学院法学研究論集,32,issn,0915-3128,issn_batch_confirmed,issn_batch_20260622,ndl_name=神奈川大学大学院法学研究論集 / 神奈川大学大学院法学研究科 編 evidence=80 1989→2025
日独法学,32,issn,0286-5351,issn_batch_confirmed,issn_batch_20260622,ndl_name=日独法学 = Jahrbuch der Japanisch-Deutchen Gesellschaft für Rechtswissenschaft / 日独法学会 編 evidence=64 1977→2009
民事法学への挑戦と新たな構築――鈴木禄弥先生追悼論集』所収p,32,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
法政法学(法政大学),32,issn,0387-7191,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。法政大学大学院法律学専攻委員会。
商法学における論争と省察――服部榮三先生古稀記念』所収p,32,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
慶応義塾大学法学部法律学科開設,32,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
女性と法(法学セミナー増刊 総合特集シリーズ,32,issn,0439-3295,seed_bessatsu_jurist,seed:article_meta_confirmed,女性と法(日本評論社・法学セミナー増刊 総合特集シリーズ)。ISSN 0439-3295(法学セミナー)と同一。
演習民事訴訟法(法学教室選書)』所収p,32,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
医事法判例百選(別冊ジュリスト,31,ncid,BN01263667,seed_bessatsu_jurist,seed:head_verified,別冊ジュリスト系(有斐閣)。号=別冊ジュリストNo.で一意化
岡山商大論叢,31,issn,0286-8652,issn_batch_confirmed,issn_batch_20260622,ndl_name=岡山商大論叢 = Journal of Okayama Shoka University evidence=77 1971→2015
大阪公立大学法学雑誌,31,issn,2758-4879,issn_batch_confirmed,issn_batch_20260622,ndl_name=大阪公立大学法学雑誌 = Hōgaku zasshi (journal of law and politics) of Osaka Metropolitan University evidence=67 1954→2026
明治大学大学院紀要(法学篇),31,issn,0389-6048,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。明治大学大学院。
日弁連研修叢書 現代法律実務の諸問題(上)<昭和,31,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,書籍シリーズ(isbn_per_issue)。掲載誌等「所収p」パターン確認。ISSN無し。各巻ISBN別管理。
立正大学法制研究所研究年報,31,issn,2189-5902,issn_batch_confirmed,issn_batch_20260622,ndl_name=立正大学法制研究所研究年報 = Annual journal of the Legal System Research Institute of Rissho University evidence=59 2012→2022
最高裁判所判例解説――民事篇<平成元年度>』所収p,30,isbn_per_issue,,seed_isbn_per_issue,seed:ndl_isbn_index,書籍シリーズ(掲載誌等表記の変形)。saikosai_isbn_map.csv参照
保安と外勤,30,ncid,AN0004113X,cinii_books_confirmed,cinii_books_20260627,CiNii Books: serial『保安と外勤』(現 地域と保安) NCID=AN0004113X。direct/vol-issue接合。
明星大学経済学研究紀要,30,issn,0385-5678,issn_batch_confirmed,issn_batch_20260622,"ndl_name=明星大学経済学研究紀要 = Meisei University, the bulletin of economic studies / 明星大学経済学研究紀要編集委員会 編 evidence=78 1979→2024"
労働法学の展望――菅野和夫先生古稀記念論集』所収p,30,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(有斐閣)。
英米法学(中央大学),30,issn,0385-177X,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。中央大学学友会英米法研究会。
社会労働研究,30,issn,0287-4210,issn_batch_confirmed,issn_batch_20260622,ndl_name=社会労働研究 = Society and labour / 法政大学社会学部学会 編 evidence=79 1955→1999
法学ジャーナル(明治学院大学大学院),29,ncid,AN00233822,ndl_unique,ndl_sru:cinii_crid,法学ジャーナル=The Law journal(明治学院大学大学院法学研究科)。CiNii NCID=AN00233822。
第一経大論集,29,issn,0286-9691,issn_batch_confirmed,issn_batch_20260622,ndl_name=第一経大論集 / 第一経済大学経済研究会 編 evidence=67 1978→2006
愛媛法学,28,issn,0389-8571,issn_batch_confirmed,issn_batch_20260622,ndl_name=愛媛法学会雑誌 = Ehime law journal / 愛媛大学法学会編集委員会 編 evidence=73 1982→2019
教職研修,28,ncid,AN00362235,ndl_unique,ndl_sru:cinii_crid,教職研修(教育開発研究所)。CiNii crid経由NCID=AN00362235。
日本スポーツ法学会年報,28,issn,1340-8895,issn_batch_confirmed,issn_batch_20260622,ndl_name=日本スポーツ法学会年報 evidence=72 1998→2024
現代企業法学の理論と動態(上)(奥島孝康先生古稀記念論文集,28,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論文集書籍(成文堂)。
法学研究論集(亜細亜大学),28,issn,0388-4945,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。亜細亜大学大学院法学研究科。
法学論集(駒沢大学),28,ncid,AN00224683,ndl_unique,reconcile_resolved_20260627,ORCH-L4: 駒沢のNCID基底 AN00224683 で direct通巻解決。青山法学論集ISSN 0518-1208とは分離済。collision_split解除。
民事訴訟法学の新たな展開――中村英郎教授古稀祝賀』所収p,28,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(成文堂)。
労働法学の理論と課題――片岡昇先生還暦記念』所収p,28,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(有斐閣)。
自治研修,28,issn,0449-0193,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。第一法規出版。
中央学院大学社会システム研究所紀要,27,issn,1346-2083,issn_batch_confirmed,issn_batch_20260622,"ndl_name=中央学院大学社会システム研究所紀要 = Bulletin of the Social System Research Institute, Chuo Gakuin University evidence=80 2001→2018"
学校経営,27,issn,2187-672X,issn_batch_confirmed,issn_batch_20260622,ndl_name=学校経営学論集 / 『学校経営学論集』編集委員会 編 evidence=1 2014→2014
秋田法学(秋田経済法科大学),27,issn,0286-2859,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。秋田経済法科大学(現ノースアジア大学)。同一誌の改名。
茨城大学政経学会雑誌,27,issn,0286-5734,issn_batch_confirmed,issn_batch_20260622,ndl_name=茨城大学政経学会雑誌 = The journal of political scinece and economics evidence=73 1955→2012
大宮ローレビュー,26,issn,1880-0203,issn_batch_confirmed,issn_batch_20260622,ndl_name=大宮ローレビュー = Omiya law review evidence=80 2005→2015
日本民法学の新たな時代――星野英一先生追悼』所収p,26,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(有斐閣)。
民事法学の歴史と未来――田山輝明先生古稀記念論文集』所収p,26,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(成文堂)。
民法学の新たな展開 高島平蔵教授古稀記念』所収p,26,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(成文堂)。
弁護士研修講座――昭和,26,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,東京弁護士会。各年度の研修講座叢書(昭和N年度)。
タイム,25,,,collision_split,reconcile_collision,「タイム」canonical=多機関混在(判例タイムズ社/富士銀行/全国警備業協会/日本労働文化協会)。判例タイムズ1件・富士タイムズ12件・安全衛生タイムズ11件・セキュリティタイム1件。同定不可。collision_split。
民法学の現在と近未来』所収p,25,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(法律文化社)。
名城法学論集,24,issn,0911-2456,issn_batch_confirmed,issn_batch_20260622,ndl_name=名城法学論集 : 大学院研究年報 / 名城大学大学院法学研究科研究年報編集委員会 編 evidence=78 1997→2023
岐阜経済大学論集,24,issn,0386-5932,issn_batch_confirmed,issn_batch_20260622,ndl_name=岐阜経済大学論集 The Journal of Gifu Keizai University evidence=80 1967→2013
駒沢大学法学部研究紀要,24,issn,0389-9896,seed_verified,seed:article_meta_confirmed,article_meta ISSN直接確認(100%)。駒沢大学法学部。
社会の発展と民法学――近江幸治先生古稀記念論文集(下)』所収p,24,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(成文堂)。
株式譲渡と株主権行使(慶応義塾大学法学研究会叢書,24,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,慶応叢書書籍シリーズ。
桐蔭法学(桐蔭横浜大学),24,issn,1341-3791,ndl_unique,ndl_serial_overlay,
倒産法学の軌跡と展望――櫻井孝一先生古稀祝賀』所収p,24,issn,,seed_isbn_per_issue,seed:article_meta_confirmed,記念論集書籍(成文堂)。
