object,op,key,field,before,after,reason,before_row,after_row
journal,NORMALIZE,不法行為法(法学セミナー増刊)』所収p,journal_canonical,不法行為法(法学セミナー増刊)』所収p,不法行為法(法学セミナー増刊),掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),不法行為法(法学セミナー増刊)』所収p | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。,不法行為法(法学セミナー増刊) | 64 | isbn_per_issue |  | seed_isbn_per_issue | seed:article_meta_confirmed | 日本評論社「法学セミナー増刊」として発行された単独書籍(1985年)。ISSN無し。
journal,NORMALIZE,最高裁判所判例解説――刑事篇<平成元年度>』所収p,journal_canonical,最高裁判所判例解説――刑事篇<平成元年度>』所収p,最高裁判所判例解説――刑事篇<平成元年度>,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),最高裁判所判例解説――刑事篇<平成元年度>』所収p | 6 | isbn_per_issue |  | seed_isbn_per_issue | seed:ndl_isbn_index | 書籍シリーズ(掲載誌等表記の変形)。saikosai_isbn_map.csv参照,最高裁判所判例解説――刑事篇<平成元年度> | 6 | isbn_per_issue |  | seed_isbn_per_issue | seed:ndl_isbn_index | 書籍シリーズ(掲載誌等表記の変形)。saikosai_isbn_map.csv参照
journal,NORMALIZE,国際法学の諸相――到達点と展望 村瀬信也先生古稀記念』所収p,journal_canonical,国際法学の諸相――到達点と展望 村瀬信也先生古稀記念』所収p,国際法学の諸相――到達点と展望 村瀬信也先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),国際法学の諸相――到達点と展望 村瀬信也先生古稀記念』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,国際法学の諸相――到達点と展望 村瀬信也先生古稀記念 | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,新世紀の公法学――手島孝先生古稀祝賀論集』所収p,journal_canonical,新世紀の公法学――手島孝先生古稀祝賀論集』所収p,新世紀の公法学――手島孝先生古稀祝賀論集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),新世紀の公法学――手島孝先生古稀祝賀論集』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,新世紀の公法学――手島孝先生古稀祝賀論集 | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,法学の諸課題』所収p,journal_canonical,法学の諸課題』所収p,法学の諸課題,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),法学の諸課題』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,法学の諸課題 | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,比較公法学の諸問題――伊藤満先生喜寿記念』所収p,journal_canonical,比較公法学の諸問題――伊藤満先生喜寿記念』所収p,比較公法学の諸問題――伊藤満先生喜寿記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),比較公法学の諸問題――伊藤満先生喜寿記念』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,比較公法学の諸問題――伊藤満先生喜寿記念 | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,インターネットの法律実務(弁護士専門研修講座)』所収p,journal_canonical,インターネットの法律実務(弁護士専門研修講座)』所収p,インターネットの法律実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),インターネットの法律実務(弁護士専門研修講座)』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,インターネットの法律実務(弁護士専門研修講座) | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,金融商品取引法の知識と実務(弁護士専門研修講座)』所収p,journal_canonical,金融商品取引法の知識と実務(弁護士専門研修講座)』所収p,金融商品取引法の知識と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),金融商品取引法の知識と実務(弁護士専門研修講座)』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,金融商品取引法の知識と実務(弁護士専門研修講座) | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,消費者法の知識と実務(弁護士専門研修講座)』所収p,journal_canonical,消費者法の知識と実務(弁護士専門研修講座)』所収p,消費者法の知識と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),消費者法の知識と実務(弁護士専門研修講座)』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,消費者法の知識と実務(弁護士専門研修講座) | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,不動産法の知識と実務(弁護士専門研修講座)』所収p,journal_canonical,不動産法の知識と実務(弁護士専門研修講座)』所収p,不動産法の知識と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),不動産法の知識と実務(弁護士専門研修講座)』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,不動産法の知識と実務(弁護士専門研修講座) | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,建築紛争の知識と実務(弁護士専門研修講座)』所収p,journal_canonical,建築紛争の知識と実務(弁護士専門研修講座)』所収p,建築紛争の知識と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),建築紛争の知識と実務(弁護士専門研修講座)』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,建築紛争の知識と実務(弁護士専門研修講座) | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,離婚事件の実務(弁護士専門研修講座)』所収p,journal_canonical,離婚事件の実務(弁護士専門研修講座)』所収p,離婚事件の実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),離婚事件の実務(弁護士専門研修講座)』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,離婚事件の実務(弁護士専門研修講座) | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,民事交通事故訴訟の実務――保険実務と損害額の算定(弁護士専門研修講座)』所収p,journal_canonical,民事交通事故訴訟の実務――保険実務と損害額の算定(弁護士専門研修講座)』所収p,民事交通事故訴訟の実務――保険実務と損害額の算定(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),民事交通事故訴訟の実務――保険実務と損害額の算定(弁護士専門研修講座)』所収p | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,民事交通事故訴訟の実務――保険実務と損害額の算定(弁護士専門研修講座) | 6 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,新時代の刑事法学(下)――椎橋隆幸先生古稀記念』所収p,journal_canonical,新時代の刑事法学(下)――椎橋隆幸先生古稀記念』所収p,新時代の刑事法学(下)――椎橋隆幸先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),新時代の刑事法学(下)――椎橋隆幸先生古稀記念』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,新時代の刑事法学(下)――椎橋隆幸先生古稀記念 | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,新時代の刑事法学(上)――椎橋隆幸先生古稀記念』所収p,journal_canonical,新時代の刑事法学(上)――椎橋隆幸先生古稀記念』所収p,新時代の刑事法学(上)――椎橋隆幸先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),新時代の刑事法学(上)――椎橋隆幸先生古稀記念』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,新時代の刑事法学(上)――椎橋隆幸先生古稀記念 | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,"法実務,法理論,基礎法学の再定位――法学研究者養成への示唆』所収p",journal_canonical,"法実務,法理論,基礎法学の再定位――法学研究者養成への示唆』所収p","法実務,法理論,基礎法学の再定位――法学研究者養成への示唆",掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),"法実務,法理論,基礎法学の再定位――法学研究者養成への示唆』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。","法実務,法理論,基礎法学の再定位――法学研究者養成への示唆 | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。"
journal,NORMALIZE,国法学の諸問題――宮田豊先生古稀記念』所収p,journal_canonical,国法学の諸問題――宮田豊先生古稀記念』所収p,国法学の諸問題――宮田豊先生古稀記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),国法学の諸問題――宮田豊先生古稀記念』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,国法学の諸問題――宮田豊先生古稀記念 | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,情報・インターネット法の知識と実務(弁護士専門研修講座)』所収p,journal_canonical,情報・インターネット法の知識と実務(弁護士専門研修講座)』所収p,情報・インターネット法の知識と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),情報・インターネット法の知識と実務(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,情報・インターネット法の知識と実務(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,高齢者をめぐる法律問題(弁護士専門研修講座)』所収p,journal_canonical,高齢者をめぐる法律問題(弁護士専門研修講座)』所収p,高齢者をめぐる法律問題(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),高齢者をめぐる法律問題(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,高齢者をめぐる法律問題(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,中小企業法務の実務(弁護士専門研修講座)』所収p,journal_canonical,中小企業法務の実務(弁護士専門研修講座)』所収p,中小企業法務の実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),中小企業法務の実務(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,中小企業法務の実務(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,労働法の知識と実務(弁護士専門研修講座)』所収p,journal_canonical,労働法の知識と実務(弁護士専門研修講座)』所収p,労働法の知識と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),労働法の知識と実務(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,労働法の知識と実務(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,独占禁止法の知識と実務(弁護士専門研修講座)』所収p,journal_canonical,独占禁止法の知識と実務(弁護士専門研修講座)』所収p,独占禁止法の知識と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),独占禁止法の知識と実務(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,独占禁止法の知識と実務(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,会社法の今日的課題と実務(弁護士専門研修講座)』所収p,journal_canonical,会社法の今日的課題と実務(弁護士専門研修講座)』所収p,会社法の今日的課題と実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),会社法の今日的課題と実務(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,会社法の今日的課題と実務(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,倒産法の実務――破産手続から管財業務の破産手続を中心に(弁護士専門研修講座)』所収p,journal_canonical,倒産法の実務――破産手続から管財業務の破産手続を中心に(弁護士専門研修講座)』所収p,倒産法の実務――破産手続から管財業務の破産手続を中心に(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),倒産法の実務――破産手続から管財業務の破産手続を中心に(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,倒産法の実務――破産手続から管財業務の破産手続を中心に(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,相続・遺言――遺産分割と弁護士実務(弁護士専門研修講座)』所収p,journal_canonical,相続・遺言――遺産分割と弁護士実務(弁護士専門研修講座)』所収p,相続・遺言――遺産分割と弁護士実務(弁護士専門研修講座),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),相続・遺言――遺産分割と弁護士実務(弁護士専門研修講座)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,相続・遺言――遺産分割と弁護士実務(弁護士専門研修講座) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,市民社会と法をめぐる今日的課題<平成元年版>(日司連研修叢書)』所収p,journal_canonical,市民社会と法をめぐる今日的課題<平成元年版>(日司連研修叢書)』所収p,市民社会と法をめぐる今日的課題<平成元年版>(日司連研修叢書),掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),市民社会と法をめぐる今日的課題<平成元年版>(日司連研修叢書)』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,市民社会と法をめぐる今日的課題<平成元年版>(日司連研修叢書) | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,弁護士研修講座――平成元年度講義録』所収p,journal_canonical,弁護士研修講座――平成元年度講義録』所収p,弁護士研修講座――平成元年度講義録,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),弁護士研修講座――平成元年度講義録』所収p | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,弁護士研修講座――平成元年度講義録 | 5 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,新型コロナウイルスと法学(法律時報増刊)』所収p,journal_canonical,新型コロナウイルスと法学(法律時報増刊)』所収p,新型コロナウイルスと法学(法律時報増刊),掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),新型コロナウイルスと法学(法律時報増刊)』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,新型コロナウイルスと法学(法律時報増刊) | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,解釈法学と政策法学』所収p,journal_canonical,解釈法学と政策法学』所収p,解釈法学と政策法学,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),解釈法学と政策法学』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,解釈法学と政策法学 | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,刑事法学の現代的展開――斎藤靜敬先生古稀祝賀記念論文集』所収p,journal_canonical,刑事法学の現代的展開――斎藤靜敬先生古稀祝賀記念論文集』所収p,刑事法学の現代的展開――斎藤靜敬先生古稀祝賀記念論文集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),刑事法学の現代的展開――斎藤靜敬先生古稀祝賀記念論文集』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,刑事法学の現代的展開――斎藤靜敬先生古稀祝賀記念論文集 | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,現代の法学と政治学の諸問題――川上宏二郎先生退職記念論文集』所収p,journal_canonical,現代の法学と政治学の諸問題――川上宏二郎先生退職記念論文集』所収p,現代の法学と政治学の諸問題――川上宏二郎先生退職記念論文集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代の法学と政治学の諸問題――川上宏二郎先生退職記念論文集』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代の法学と政治学の諸問題――川上宏二郎先生退職記念論文集 | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,"憲法と有事法制――いま,憲法学から有事法制を問う(法律時報増刊)』所収p",journal_canonical,"憲法と有事法制――いま,憲法学から有事法制を問う(法律時報増刊)』所収p","憲法と有事法制――いま,憲法学から有事法制を問う(法律時報増刊)",掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),"憲法と有事法制――いま,憲法学から有事法制を問う(法律時報増刊)』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。","憲法と有事法制――いま,憲法学から有事法制を問う(法律時報増刊) | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。"
journal,NORMALIZE,環境法学の挑戦――淡路剛久教授・阿部泰隆教授還暦記念』所収p,journal_canonical,環境法学の挑戦――淡路剛久教授・阿部泰隆教授還暦記念』所収p,環境法学の挑戦――淡路剛久教授・阿部泰隆教授還暦記念,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),環境法学の挑戦――淡路剛久教授・阿部泰隆教授還暦記念』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,環境法学の挑戦――淡路剛久教授・阿部泰隆教授還暦記念 | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,刑事法学の潮流と展望――大野眞義先生古稀祝賀』所収p,journal_canonical,刑事法学の潮流と展望――大野眞義先生古稀祝賀』所収p,刑事法学の潮流と展望――大野眞義先生古稀祝賀,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),刑事法学の潮流と展望――大野眞義先生古稀祝賀』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,刑事法学の潮流と展望――大野眞義先生古稀祝賀 | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,公法学の開拓線――手島孝先生還暦祝賀論集』所収p,journal_canonical,公法学の開拓線――手島孝先生還暦祝賀論集』所収p,公法学の開拓線――手島孝先生還暦祝賀論集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),公法学の開拓線――手島孝先生還暦祝賀論集』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,公法学の開拓線――手島孝先生還暦祝賀論集 | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,現代法学の諸相――岡山商科大学法経学部創設記念論集』所収p,journal_canonical,現代法学の諸相――岡山商科大学法経学部創設記念論集』所収p,現代法学の諸相――岡山商科大学法経学部創設記念論集,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ),現代法学の諸相――岡山商科大学法経学部創設記念論集』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,現代法学の諸相――岡山商科大学法経学部創設記念論集 | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
journal,NORMALIZE,今日の最高裁判所――原点と現点(法学セミナー増刊)』所収p,journal_canonical,今日の最高裁判所――原点と現点(法学セミナー増刊)』所収p,今日の最高裁判所――原点と現点(法学セミナー増刊),掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず),今日の最高裁判所――原点と現点(法学セミナー増刊)』所収p | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。,今日の最高裁判所――原点と現点(法学セミナー増刊) | 4 | issn |  | seed_isbn_per_issue | seed:article_meta_auto | 書籍シリーズ(isbn_per_issue)。canonicalに「所収p」含む。ISSN無し。各巻ISBN別管理。
