edge_candidate_tier,edge_status,edge_role,priority,nickname,formal_event_name,formal_name_freq_in_db,hanrei_id,事件番号,date,court,n_articles,via,owner_decision,machine_verdict,conflict,machine_verdict,conflict
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,ダンシング事件,取立禁止請求本訴、立替金請求反訴各控訴事件,1,28222378,平成１４年（ネ）１７１１号,平成16.4.16,大阪高判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,ネッスル日本労働組合事件,公印等引渡等請求事件,1,27613501,昭和５９年（ワ）１１８号,昭和62.4.28,神戸地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,バター飴容器事件,不正競争行為差止仮処分申請却下決定に対する抗告事件,2,27486114,昭和５５年（ラ）３４号,昭和56.1.31,札幌高決,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,フジタ工業事件,意思表示の効力停止仮処分申請事件,1,27813125,平成１年（ヨ）１１６４号,平成2.7.10,名古屋地決,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,ミトミ建材センターほか事件,,0,28231382,平成２６年（ネ）５８４号,平成26.12.24,大阪高判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,三陸ハーネス事件,損害賠償請求（本訴）事件（５３号）、損害賠償等請求（反訴）事件（７号）,1,28110432,平成１７年（ヨ）１４４号,平成17.12.15,仙台地決,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,上告理由の記載方式に関する民事訴訟,境界確認等、同反訴請求上告事件,1,27651257,昭和５８年（ネオ）１５４号,昭和58.10.14,東京高決,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,井上運輸・井上自動車整備事件,残業手当金請求控訴事件,1,27613151,昭和５４年（ネ）１１７１号,昭和57.12.10,大阪高判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,保育園児日照被害事件,建物撤去請求事件,4,27422840,昭和４８年（ワ）２０１５号,昭和51.9.3,名古屋地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,千代田化工建設事件,解雇予告無効仮処分申請事件,1,27804837,昭和６３年（ヨ）４６５号,平成1.5.30,横浜地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,反射光公害事件,遮光工事等請求事件,1,27800167,昭和５９年（ワ）９１０９号,昭和61.3.20,大阪地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,和歌山労基署長事件,労災保険不支給処分取消請求事件,9,27613407,昭和５７年（行ウ）１号,昭和61.5.14,和歌山地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,外国人公務員東京都管理職選考受験訴訟,管理職選考受験資格確認等請求事件,2,28010785,平成６年（行ウ）３０３号,平成8.5.16,東京地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,大有社事件,各賃金請求事件,3,27809881,昭和６２年（ワ）１０１４１号／平成１年（ワ）４０１４号,平成2.3.28,大阪地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,大阪市ヘイトスピーチ条例事件,公金支出無効確認等請求事件,1,28300282,令和３年（行ツ）５４号,令和4.2.15,最高三小判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,孔子廟・公有地無償提供違憲訴訟,固定資産税等課税免除措置取消（住民訴訟）請求事件,2,28262012,平成２９年（行ウ）９号,平成30.4.13,那覇地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,学校法人原田学園事件,配転処分無効確認等請求事件,2,28251275,平成２８年（ワ）２７４号,平成29.3.28,岡山地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,富士重工業事件,費用返還請求本訴事件（１１８９２号）、不当利得返還等請求反訴事件（１９０７３号）,1,28030837,平成８年（ワ）１１８９２号／平成９年（ワ）１９０７３号,平成10.3.17,東京地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,小倉電話局事件,退職金請求上告事件,4,27000979,昭和４０年（オ）５２７号,昭和43.3.12,最高三小判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,尹秀吉事件,退去強制令書発付処分取消請求上告事件,1,27682007,昭和４７年（行ツ）６５号,昭和51.1.26,最高二小判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,山陽新聞社事件,地位保全仮処分命令申請控訴事件,4,27611898,昭和３９年（ネ）１０号,昭和43.5.31,広島高岡山支判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,必要的共同訴訟,土地売買無効確認請求上告事件,1,27000052,昭和５７年（行ツ）１１号,昭和58.4.1,最高二小判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,日本ウーマン・パワー事件,商号使用差止等請求上告事件,1,27000035,昭和５７年（オ）６５８号,昭和58.10.7,最高二小判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,日田サテライト事件,行政処分無効確認、同取消請求事件,1,28080966,平成１３年（行ウ）１０号,平成15.1.28,大分地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,月刊ペン事件,名誉毀損被告事件,7,27761143,昭和５５年（あ）２７３号,昭和56.4.16,最高一小判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,榎本訴訟,ウラン残土撤去土地明渡等請求事件,1,28092744,平成１２年（ワ）１４９号,平成16.9.7,鳥取地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,水俣病関西訴訟,損害賠償請求控訴事件（１９５０号、１９６９号）、仮執行の原状回復等請求事件（４２０３号）,1,28061342,平成６年（ネ）１９５０号／平成６年（ネ）１９６９号／平成１１年（ネ）４２０３号,平成13.4.27,大阪高判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,河口湖チーズケーキガーデン事件,懲戒解雇無効確認等請求事件,7,28333917,平成２６年（ワ）２６４号,平成29.3.14,甲府地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,海外漁業協力財団事件,懲戒処分無効確認等請求控訴事件（３２０６号）、同附帯控訴事件（３８６２号）,1,28100539,平成１６年（ネ）３２０６号／平成１６年（ネ）３８６２号,平成16.10.14,東京高判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,琵琶湖総合開発計画差止訴訟,工事差止等請求事件,1,27804281,昭和５１年（ワ）３１号,平成1.3.8,大津地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,百里基地訴訟,不動産所有権確認、所有権取得登記抹消本訴、同上反訴、不動産所有権確認、停止条件付所有権移転仮登記抹消登記本訴、同上反訴請求控訴事件並びに当事者参加申立事件,1,27431916,昭和５２年（ネ）８１７号／昭和５４年（ネ）４０９号,昭和56.7.7,東京高判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,福岡中央郵便局事件,駐車場専用使用権確認請求事件,2,28020575,昭和６３年（ワ）３１５３号,平成6.6.22,福岡地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,繁機工設備事件,地位保全及び給与支払の仮処分申請事件,1,27806301,昭和６３年（ヨ）６０号,平成1.12.27,旭川地判,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,船井電機事件,団交応諾の仮処分申請事件,1,27805100,昭和６２年（ヨ）４８号,昭和62.7.14,徳島地決,2,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),2,長崎じん肺訴訟,損害賠償請求控訴事件、民訴法１９８条２項による返還及び損害賠償請求事件,1,27804461,昭和６０年（ネ）１８１号／昭和６０年（ネ）１８２号／昭和６０年（ネ）３３９号,平成1.3.31,福岡高判,2,unique,,machine_candidate,,machine_candidate,
T1,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,旅行業法違反被告事件,旅行業法違反被告事件,5,28240421,平成２６年（あ）１１１８号,平成27.12.7,最高一小判,1,name,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,東北電通局事件,建造物侵入、建造物損壊被告事件,3,27612273,昭和４６年（あ）１４０２号,昭和47.3.28,最高三小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,先行事件は無剰余だが無剰余にならない後行事件,不動産競売手続取消決定に対する執行抗告事件,8,28101300,平成１６年（ラ）３３８号,平成16.12.7,名古屋高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,第1訴訟,求償金反訴請求事件,2,28173874,平成２０年（ワ）２２０５２号,平成23.4.25,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,いわゆる第三伸栄丸故意海難事件,各艦船覆没、詐欺被告事件,1,27770536,昭和５５年（わ）８０８号／昭和５５年（わ）８２８号,昭和57.3.29,神戸地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,京都市交通局事件,不当労働行為棄却等命令取消請求事件,2,28091990,平成１５年（行ヒ）１０９号,平成16.7.12,最高二小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,少年保護事件,艦船覆没、詐欺被告事件,2,27486401,昭和５８年（あ）４９８号,昭和58.10.26,最高一小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,年金引下げ違憲訴訟大阪事件,地位確認等反訴請求事件,2,28292737,平成３１年（ワ）９６号,令和2.7.9,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,情報公開不開示賠償訴訟,建築工事禁止仮処分命令申立事件,2,28090081,平成１１年（行ウ）３号,平成13.10.1,鹿児島地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,日邦産業事件および日本アジアグループ事件,新株予約権無償割当差止仮処分決定認可決定に対する保全抗告事件,1,28292256,令和３年（ラ）７９８号,令和3.4.23,東京高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,昭和ホールディングス株主代表訴訟事件,取締役に対する損害賠償請求控訴事件,1,28302650,令和３年（ネ）２１７６号,令和4.7.13,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,特許権侵害による損害賠償債務不存在確認訴訟,特許権侵害による損害賠償債務不存在確認等請求事件,2,28282661,平成３１年（受）６１９号,令和2.9.7,最高二小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,自然の権利と民事差止訴訟,発生土処分場建設事業差止請求事件,1,28173863,平成２２年（ワ）１４６３号,平成23.3.31,横浜地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,金魚電話ボックス事件とヤマハ音楽教室事件,著作権に基づく差止等請求事件,7,28273090,平成３０年（ワ）４６６号,令和1.7.11,奈良地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,2011福島第一原発事故訴訟,分限休職処分取消等請求事件,1,28254639,平成２５年（ワ）５１５号／平成２５年（ワ）１４７６号／平成２５年（ワ）１４７７号,平成29.9.22,千葉地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,EMIミュージック・ジャパン事件,,0,28161194,平成２０年（ワ）９４２号,平成22.1.15,静岡地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,JAL整理解雇事件,各地位確認等請求控訴、同附帯控訴事件,1,28222478,平成２４年（ネ）３１２３号／平成２４年（ネ）６３１６号,平成26.6.5,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NHK前橋放送局事件,就業規則変更無効確認等請求事件,2,28223609,平成２２年（ワ）６５９号,平成25.4.24,前橋地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NHK長崎放送局事件,暴力行為等処罰に関する法律違反、建造物侵入被告事件,3,27613121,昭和５６年（あ）１１３１号,昭和57.5.26,最高二小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,NTT熊野電報電話局事件,監禁、逮捕監禁、強要、傷害、暴力行為等処罰ニ関スル法律違反被告事件,1,27801691,昭和５８年（ネ）２２０号／昭和５８年（ネ）１８７号,昭和63.3.30,名古屋高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,PL農場事件,建造物損壊、威力業務妨害被告事件,2,27917123,昭和５９年（う）１６５１号,昭和59.6.29,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,Y交通事件,賃金仮払仮処分申立事件,9,28283373,令和２年（ヨ）１０００２号,令和2.7.20,大阪地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,あん摩マッサージ指圧師養成施設非認定事件,非認定処分取消請求控訴事件,2,28290067,令和２年（行コ）３０号,令和2.12.8,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,いわき市民訴訟,各損害賠償請求控訴、同附帯控訴事件,7,28310835,令和３年（ネ）１６５号／令和４年（ネ）２３２号／令和４年（ネ）３５４号／令和５年（ネ）６４号,令和5.3.10,仙台高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,いわゆるイタカン訴訟,,0,28040706,平成９年（ワ）１６１３号,平成10.9.18,名古屋地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,いわゆるタクマ事件,株主代表差額金請求事件,2,27815603,昭和６３年（ワ）１０７６号,平成2.5.2,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ぎおん丸事件,競売申立て一部却下決定に対する執行抗告棄却決定に対する許可抗告事件,1,28070319,平成１３年（許）１０号,平成14.2.5,最高三小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,これからの原発運転差止訴訟,四国電力伊方原発３号炉運転差止仮処分命令申立事件,1,28293632,令和２年（ヨ）３５号,令和3.11.4,広島地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ごみ貯蔵機器事件,特許権侵害差止等本訴、損害賠償反訴請求控訴事件,1,28210702,平成２４年（ネ）１００１５号,平成25.2.1,知財高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,させぼバス事件,未払賃金等請求控訴、同附帯控訴事件,6,28311133,令和４年（ネ）３８３号／令和４年（ネ）６２０号,令和5.3.9,福岡高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,として棄却された事件,検査役選任申請抗告事件,1,27442307,昭和５７年（ラ）２７号,昭和59.3.23,東京高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,による子の奪取と監護者指定・子の引渡し事件,子の監護者の指定申立及び子の引渡し申立各認容審判に対する即時抗告事件,2,28110826,平成１７年（ラ）６４号,平成17.6.3,札幌高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,への国家賠償を認めた関釜訴訟,釜山従軍慰安婦・女子勤労挺身隊公式謝罪等請求、女子勤労挺身隊従軍慰安婦公式謝罪等請求事件,1,28033107,平成４年（ワ）３４９号／平成５年（ワ）３７３号／平成６年（ワ）５１号,平成10.4.27,山口地下関支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,もりおか新聞社事件,鉱泉地所有権確認等請求控訴、同参加、同反訴事件,1,27802273,昭和５８年（ネ）２９１号／昭和５８年（ネ）３９７号／昭和５９年（ネ）４３号,昭和63.4.25,仙台高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,よみうり事件,配転無効確認請求控訴事件,2,28010257,平成４年（ネ）５７８号,平成7.8.23,名古屋高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,アルファクス・フード・システム事件,新株発行差止仮処分申立事件,4,28230416,平成２６年（ヨ）４号,平成26.12.4,山口地宇部支決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,イチヤ新株予約権発行手続差止却下決定事件,,0,28100359,平成１６年（モ）７０３６号,平成16.7.8,高知地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,エスポア事件,新株発行差止仮処分命令申立事件,6,28300801,令和４年（ヨ）４１号,令和4.2.17,名古屋地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,エス・ジー・エス事件,希望退職者募集差止請求事件,1,27613450,昭和５９年（ワ）１６２７号,昭和61.12.5,神戸地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,エディオン事件,不正競争行為に基づく損害賠償等請求事件,1,28283762,平成２８年（ワ）４０２９号,令和2.10.1,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,エバークリーン事件,時間外手当支払等請求事件,1,28182114,平成２２年（ワ）１２８８号,平成24.5.24,千葉地松戸支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,オリックス事件,譲受債権等支払請求控訴事件（１７９号）、各民訴法２６０条２項の申立て事件（１１５８号、５４３号）,1,28175946,平成２２年（ネ）１７９号／平成２２年（ネ）１１５８号／平成２３年（ネ）５４３号,平成23.10.27,福岡高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,カネボウ事件,各株式買取価格決定に対する抗告事件,2,28161879,平成２０年（ラ）６３７号,平成22.5.24,東京高決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,キャバクラ運営A社従業員事件,違約金及び損害賠償請求事件,1,28290477,令和２年（ワ）５９９１号,令和2.10.19,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,クレープミックス液事件,,0,28072954,平成１３年（ワ）７４４５号,平成14.10.1,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ココ山岡特別背任・詐欺事件,各商法違反並びに各詐欺被告事件,1,28055318,平成１１年（わ）２２２０号／平成１１年（わ）２４８０号／平成１１年（わ）２６０３号,平成12.3.9,横浜地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,コーセーアールイー事件,損害賠償請求控訴事件（６６４号）、同附帯控訴事件（８８３号）,1,28171561,平成２２年（ネ）６６４号／平成２２年（ネ）８８３号,平成23.3.10,福岡高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,コード雇止め事件,地位確認等請求事件（２６６１号）、損害賠償反訴請求事件（１９９６号）,1,28310152,令和２年（ワ）２６６１号／令和３年（ワ）１９９６号,令和4.9.21,京都地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,サロン・ド・リリー事件,講習手数料請求事件,1,27613414,昭和６０年（ワ）５０２号,昭和61.5.30,浦和地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,サンケイ新聞事件,反論文掲載請求訴訟事件,1,27422968,昭和４９年（ワ）６４０８号,昭和52.7.13,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,サンリオ事件,課徴金納付命令処分取消請求控訴事件,2,28300805,令和３年（行コ）３１号,令和3.11.24,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,シロクマ事件,請負代金、請負代金返還等反訴請求控訴事件（６０１５号）、同附帯控訴事件（６２５５号）,1,28232607,平成２６年（ネ）６０１５号／平成２６年（ネ）６２５５号,平成27.6.11,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ジェイアール総研サービス事件,未払賃金等反訴請求控訴事件,1,28175902,平成２２年（ネ）５８１号,平成23.8.2,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ジャパングレーライン株式会社事件,検査役選任決定申請却下決定に対する抗告審の取消決定に対する許可抗告事件,1,28112118,平成１８年（許）１２号,平成18.9.28,最高一小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ストロングライフ事件,輸入業登録拒否処分取消請求事件,1,27662426,昭和５２年（行ツ）１３６号,昭和56.2.26,最高一小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,タトゥー事件,医師法違反被告事件,3,28254850,平成２７年（わ）４３６０号,平成29.9.27,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ダイハツ工業労組事件,労働組合役員選挙禁止仮処分申請事件,1,27613066,昭和５６年（ヨ）２７０２号,昭和56.7.9,大阪地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,テーエス運輸事件,否認請求認容決定に対する異議請求控訴事件,2,28262128,平成２９年（行コ）２２号,平成29.10.31,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,トヨタ自動車パワハラ過労自死事件,三井金属神岡鉱山じん肺損害賠償請求控訴事件,1,28293350,令和２年（ネ）４２５号,令和3.9.16,名古屋高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,トヨタ過労自殺事件,遺族補償年金不支給処分取消請求控訴事件,2,28082676,平成１３年（行コ）２８号,平成15.7.8,名古屋高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ドラール事件,預金譲渡請求事件,1,28071469,平成１２年（ワ）１９５１号,平成14.2.15,札幌地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ナック事件,地位確認等請求事件（２１７３３号）、損害賠償請求反訴請求事件（３４７４１号）,1,28262944,平成２６年（ワ）２１７３３号／平成２８年（ワ）３４７４１号,平成30.1.5,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ニイウスコー事件,各再生債権査定異議控訴事件,1,28173900,平成２２年（ネ）５０６１号,平成23.4.13,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ニレコ新株予約権発行差止保全抗告事件,新株予約権発行差止仮処分命令申立事件,2,28101013,平成１７年（ヨ）２００５０号,平成17.6.1,東京地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ネッスル事件,自宅待機命令無効確認、転勤命令無効確認請求事件,1,27806741,昭和６０年（ワ）１６５号／昭和６０年（ワ）４３５号,平成2.3.23,静岡地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ノース・ウエスト航空事件,金員仮払仮処分命令申立事件,1,28080687,平成１４年（ヨ）３２３号／平成１４年（ヨ）３８６号／平成１４年（ヨ）４１５号,平成14.11.19,千葉地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ハートカップ事件,包装用容器販売禁止等仮処分申立事件,1,27828023,平成６年（ヨ）４８７号,平成6.12.8,神戸地決,1,unique,,machine_candidate,,machine_candidate,
