issue,canonical_group,verdict,normalized_name,merge_target,missing_flag,evidence
CITATION_FRAGMENT,倒産法の実務――破産手続から管財業務の破産手続を中心に(弁護士専門研修講座)』所収p,NORMALIZE,倒産法の実務――破産手続から管財業務の破産手続を中心に(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,相続・遺言――遺産分割と弁護士実務(弁護士専門研修講座)』所収p,NORMALIZE,相続・遺言――遺産分割と弁護士実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,市民社会と法をめぐる今日的課題<平成元年版>(日司連研修叢書)』所収p,NORMALIZE,市民社会と法をめぐる今日的課題<平成元年版>(日司連研修叢書),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,弁護士研修講座――平成元年度講義録』所収p,NORMALIZE,弁護士研修講座――平成元年度講義録,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,新型コロナウイルスと法学(法律時報増刊)』所収p,NORMALIZE,新型コロナウイルスと法学(法律時報増刊),,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,解釈法学と政策法学』所収p,NORMALIZE,解釈法学と政策法学,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,刑事法学の現代的展開――斎藤靜敬先生古稀祝賀記念論文集』所収p,NORMALIZE,刑事法学の現代的展開――斎藤靜敬先生古稀祝賀記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代の法学と政治学の諸問題――川上宏二郎先生退職記念論文集』所収p,NORMALIZE,現代の法学と政治学の諸問題――川上宏二郎先生退職記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"憲法と有事法制――いま,憲法学から有事法制を問う(法律時報増刊)』所収p",NORMALIZE,"憲法と有事法制――いま,憲法学から有事法制を問う(法律時報増刊)",,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,環境法学の挑戦――淡路剛久教授・阿部泰隆教授還暦記念』所収p,NORMALIZE,環境法学の挑戦――淡路剛久教授・阿部泰隆教授還暦記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学の潮流と展望――大野眞義先生古稀祝賀』所収p,NORMALIZE,刑事法学の潮流と展望――大野眞義先生古稀祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,公法学の開拓線――手島孝先生還暦祝賀論集』所収p,NORMALIZE,公法学の開拓線――手島孝先生還暦祝賀論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,現代法学の諸相――岡山商科大学法経学部創設記念論集』所収p,NORMALIZE,現代法学の諸相――岡山商科大学法経学部創設記念論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"比較憲法学研究創刊号,p",MERGE_TO_EXISTING,比較憲法学研究,比較憲法学研究,,サフィックス除去→'比較憲法学研究'が既存journal_canonicalに一致(article_count=63)
CITATION_FRAGMENT,今日の最高裁判所――原点と現点(法学セミナー増刊)』所収p,NORMALIZE,今日の最高裁判所――原点と現点(法学セミナー増刊),,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,租税争訟をめぐる実務の知識(弁護士専門研修講座)』所収p,NORMALIZE,租税争訟をめぐる実務の知識(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"相続関係事件の実務――寄与分・特別受益,遺留分,税務処理(弁護士専門研修講座)』所収p",NORMALIZE,"相続関係事件の実務――寄与分・特別受益,遺留分,税務処理(弁護士専門研修講座)",,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,債権回収の知識と実務(弁護士専門研修講座)』所収p,NORMALIZE,債権回収の知識と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,企業法務と組織内弁護士の実務(弁護士専門研修講座)』所収p,NORMALIZE,企業法務と組織内弁護士の実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,消費者法の法的論点と実務(弁護士専門研修講座)』所収p,NORMALIZE,消費者法の法的論点と実務(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,クーリング・オフと抗弁権(国民生活センター研修副読本「消費者保護講座」シリーズ)』所収p,NORMALIZE,クーリング・オフと抗弁権(国民生活センター研修副読本「消費者保護講座」シリーズ),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,持続可能性環境法学への誘い――浅野直人先生喜寿記念(環境法研究別冊)』所収p,NORMALIZE,持続可能性環境法学への誘い――浅野直人先生喜寿記念(環境法研究別冊),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,自由と安全の刑事法学――生田勝義先生古稀祝賀論文集』所収p,NORMALIZE,自由と安全の刑事法学――生田勝義先生古稀祝賀論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,日独公法学の挑戦――グローバル化社会の公法』所収p,NORMALIZE,日独公法学の挑戦――グローバル化社会の公法,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,人間回復の刑事法学』所収p,NORMALIZE,人間回復の刑事法学,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,"国際法学の地平――歴史,理論,実証 大沼保昭先生記念論文集』所収p",NORMALIZE,"国際法学の地平――歴史,理論,実証 大沼保昭先生記念論文集",,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,発展する東アジアと法学の課題』所収p,NORMALIZE,発展する東アジアと法学の課題,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,民主主義法学・刑事法学の展望(下)――小田中聰樹先生古稀記念論文集 刑法・民主主義と法』所収p,NORMALIZE,民主主義法学・刑事法学の展望(下)――小田中聰樹先生古稀記念論文集 刑法・民主主義と法,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"白鴎大学大学院法学研究年報創刊号,p",MERGE_TO_EXISTING,白鴎大学大学院法学研究年報,白鴎大学大学院法学研究年報,,サフィックス除去→'白鴎大学大学院法学研究年報'が既存journal_canonicalに一致(article_count=53)
CITATION_FRAGMENT,国家と自由――憲法学の可能性』所収p,NORMALIZE,国家と自由――憲法学の可能性,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,刑事実体法と裁判手続――法学博士井上正治先生追悼論集』所収p,NORMALIZE,刑事実体法と裁判手続――法学博士井上正治先生追悼論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,日独憲法学の創造力――栗城壽夫先生古稀記念(下)』所収p,NORMALIZE,日独憲法学の創造力――栗城壽夫先生古稀記念(下),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,比較法学の課題と展望――大木雅夫先生古稀記念』所収p,NORMALIZE,比較法学の課題と展望――大木雅夫先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"志学館法学創刊号,p",MERGE_TO_EXISTING,志学館法学,志学館法学,,サフィックス除去→'志学館法学'が既存journal_canonicalに一致(article_count=89)
CITATION_FRAGMENT,"白鴎法学創刊号,p",MERGE_TO_EXISTING,白鴎法学,白鴎法学,,サフィックス除去→'白鴎法学'が既存journal_canonicalに一致(article_count=213)
CITATION_FRAGMENT,子どもをめぐる法律問題(弁護士専門研修講座)』所収p,NORMALIZE,子どもをめぐる法律問題(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,市民法学の新たな地平を求めて――法哲学・市民法学・法解釈学に関する諸問題 篠原敏雄先生追悼論文集』所収p,NORMALIZE,市民法学の新たな地平を求めて――法哲学・市民法学・法解釈学に関する諸問題 篠原敏雄先生追悼論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,グローバル化と法――〈日本におけるドイツ年〉法学研究集会』所収p,NORMALIZE,グローバル化と法――〈日本におけるドイツ年〉法学研究集会,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,刑事法学の現代的課題――阿部純二先生古稀祝賀論文集』所収p,NORMALIZE,刑事法学の現代的課題――阿部純二先生古稀祝賀論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"鹿児島大学法学論集別冊,p",NORMALIZE,鹿児島大学法学論集別冊,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"松山法学創刊号,p",MERGE_TO_EXISTING,松山法学,松山法学,,サフィックス除去→'松山法学'が既存journal_canonicalに一致(article_count=9)
CITATION_FRAGMENT,転換期の刑事法学――井戸田侃先生古稀祝賀論文集』所収p,NORMALIZE,転換期の刑事法学――井戸田侃先生古稀祝賀論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学の現代的状況――内藤謙先生古稀祝賀』所収p,NORMALIZE,刑事法学の現代的状況――内藤謙先生古稀祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,法と政治の理論と現実(上)――関西大学法学部百周年記念論文集』所収p,NORMALIZE,法と政治の理論と現実(上)――関西大学法学部百周年記念論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,医療過誤訴訟の専門知識とノウハウ(弁護士専門研修講座)』所収p,NORMALIZE,医療過誤訴訟の専門知識とノウハウ(弁護士専門研修講座),,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学におけるトポス論の実践――津田重憲先生追悼論文集』所収p,NORMALIZE,刑事法学におけるトポス論の実践――津田重憲先生追悼論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学の新展開――八木國之博士追悼論文集』所収p,NORMALIZE,刑事法学の新展開――八木國之博士追悼論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"白山法学(東洋大学法科大学院)創刊号,p",NORMALIZE,白山法学(東洋大学法科大学院)創刊号,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,刑事法学の現実と展開――齊藤誠二先生古稀記念』所収p,NORMALIZE,刑事法学の現実と展開――齊藤誠二先生古稀記念,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"現代法学(東京経済大学)創刊号,p",NORMALIZE,現代法学(東京経済大学)創刊号,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,"法学研究科論集(北海学園大学大学院)創刊号,p",NORMALIZE,法学研究科論集(北海学園大学大学院)創刊号,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,"経営法学年報(福山平成大学)創刊号,p",NORMALIZE,経営法学年報(福山平成大学)創刊号,,,掲載位置サフィックス除去。単著書名等の被引用venueとして名補完(統合せず)
CITATION_FRAGMENT,環境法学の生成と未来――山村恒年先生古稀記念論集』所収p,NORMALIZE,環境法学の生成と未来――山村恒年先生古稀記念論集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学の課題と展望――香川達夫博士古稀祝賀』所収p,NORMALIZE,刑事法学の課題と展望――香川達夫博士古稀祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学の歴史と課題――吉川経夫先生古稀祝賀論文集』所収p,NORMALIZE,刑事法学の歴史と課題――吉川経夫先生古稀祝賀論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学の現代的展開(上)刑法編・刑事訴訟編――八木國之先生古稀祝賀論文集』所収p,NORMALIZE,刑事法学の現代的展開(上)刑法編・刑事訴訟編――八木國之先生古稀祝賀論文集,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
CITATION_FRAGMENT,刑事法学の諸相(下)――井上正治博士還暦祝賀』所収p,NORMALIZE,刑事法学の諸相(下)――井上正治博士還暦祝賀,,,掲載位置サフィックス除去。記念論集/演習/実務等の正当venue名として正規化(統合せず名補完のみ)
TRUNCATED_PAREN,下級審商事判例評釈(昭和,NORMALIZE,下級審商事判例評釈(昭和),,missing_content,末尾括弧切れ(内容='昭和'は年度/周年断片)→括弧補完のみ。号数/年度不明=欠落フラグ・要目視
TRUNCATED_PAREN,消費者法判例百選(別冊ジュリスト,NORMALIZE,消費者法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,民事執行・保全判例百選(別冊ジュリスト,NORMALIZE,民事執行・保全判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,下級審商事判例評釈(平成,NORMALIZE,下級審商事判例評釈(平成),,missing_content,末尾括弧切れ(内容='平成'は年度/周年断片)→括弧補完のみ。号数/年度不明=欠落フラグ・要目視
TRUNCATED_PAREN,保険法判例百選(別冊ジュリスト,NORMALIZE,保険法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,民事執行法判例百選(別冊ジュリスト,NORMALIZE,民事執行法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,メディア判例百選(別冊ジュリスト,NORMALIZE,メディア判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,商法判例百選(別冊ジュリスト,NORMALIZE,商法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,国際私法判例百選<新法対応補正版>(別冊ジュリスト,NORMALIZE,国際私法判例百選<新法対応補正版>(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,国際私法判例百選(別冊ジュリスト,NORMALIZE,国際私法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,商業登記先例判例百選(別冊ジュリスト,NORMALIZE,商業登記先例判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,供託先例判例百選(別冊ジュリスト,NORMALIZE,供託先例判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,金融商品取引法判例百選(別冊ジュリスト,NORMALIZE,金融商品取引法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,会社法判例百選(別冊ジュリスト,NORMALIZE,会社法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,商標・意匠・不正競争判例百選(別冊ジュリスト,NORMALIZE,商標・意匠・不正競争判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,民法の基本判例(別冊法学教室 基本判例シリーズ,NORMALIZE,民法の基本判例(別冊法学教室 基本判例シリーズ),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊法学教室 基本判例シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,環境法判例百選(別冊ジュリスト,NORMALIZE,環境法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,消費者取引判例百選(別冊ジュリスト,NORMALIZE,消費者取引判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,会社法――重要問題と解説<改訂版>(法学演習講座,NORMALIZE,会社法――重要問題と解説<改訂版>(法学演習講座),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学演習講座'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,新倒産判例百選(別冊ジュリスト,NORMALIZE,新倒産判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,下級審商事判例評釈(平成元年-,NORMALIZE,下級審商事判例評釈(平成元年-),,missing_content,末尾括弧切れ(内容='平成元年-'は年度/周年断片)→括弧補完のみ。号数/年度不明=欠落フラグ・要目視
TRUNCATED_PAREN,公害・環境判例百選(別冊ジュリスト,NORMALIZE,公害・環境判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,憲法の基本判例(別冊法学教室 基本判例シリーズ,NORMALIZE,憲法の基本判例(別冊法学教室 基本判例シリーズ),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊法学教室 基本判例シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,女性と法(法学セミナー増刊 総合特集シリーズ,NORMALIZE,女性と法(法学セミナー増刊 総合特集シリーズ),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,医事法判例百選(別冊ジュリスト,NORMALIZE,医事法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,現代企業法学の理論と動態(上)(奥島孝康先生古稀記念論文集,NORMALIZE,現代企業法学の理論と動態(上)(奥島孝康先生古稀記念論文集),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'奥島孝康先生古稀記念論文集'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,株式譲渡と株主権行使(慶応義塾大学法学研究会叢書,NORMALIZE,株式譲渡と株主権行使(慶応義塾大学法学研究会叢書),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'慶応義塾大学法学研究会叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,憲法の基本問題(別冊法学教室 基本問題シリーズ,NORMALIZE,憲法の基本問題(別冊法学教室 基本問題シリーズ),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊法学教室 基本問題シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,これからの家族(法学セミナー増刊・総合特集シリーズ,NORMALIZE,これからの家族(法学セミナー増刊・総合特集シリーズ),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊・総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,比較と歴史のなかの日本法学――比較法学への日本からの発信(早稲田大学比較法研究所叢書,NORMALIZE,比較と歴史のなかの日本法学――比較法学への日本からの発信(早稲田大学比較法研究所叢書),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'早稲田大学比較法研究所叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,事件処理に必要な税法の知識――親族・相続編(専門講座講義録)(研修叢書,NORMALIZE,事件処理に必要な税法の知識――親族・相続編(専門講座講義録)(研修叢書),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'研修叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,国際法判例百選(別冊ジュリスト,NORMALIZE,国際法判例百選(別冊ジュリスト),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'別冊ジュリスト'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,教育基本法改正の動向(日本教育法学会年報,NORMALIZE,教育基本法改正の動向(日本教育法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,教育法制の再編と教育法学の将来(日本教育法学会年報,NORMALIZE,教育法制の再編と教育法学の将来(日本教育法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,女性そして男性(法学セミナー増刊 総合特集シリーズ,NORMALIZE,女性そして男性(法学セミナー増刊 総合特集シリーズ),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,市民のための法律家(法学セミナー増刊 総合特集シリーズ,NORMALIZE,市民のための法律家(法学セミナー増刊 総合特集シリーズ),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'法学セミナー増刊 総合特集シリーズ'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,投資者保護の法理(神戸学院大学法学研究叢書,NORMALIZE,投資者保護の法理(神戸学院大学法学研究叢書),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'神戸学院大学法学研究叢書'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,私的独占規制の現代的課題(日本経済法学会年報,NORMALIZE,私的独占規制の現代的課題(日本経済法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,持株会社と独占禁止法(経済法学会年報,NORMALIZE,持株会社と独占禁止法(経済法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,特許権侵害に基づく損害賠償(日本工業所有権法学会年報,NORMALIZE,特許権侵害に基づく損害賠償(日本工業所有権法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本工業所有権法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,ネットワーク産業の規制改革と競争政策(日本経済法学会年報,NORMALIZE,ネットワーク産業の規制改革と競争政策(日本経済法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,優越的地位の濫用規制の展開(日本経済法学会年報,NORMALIZE,優越的地位の濫用規制の展開(日本経済法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,独占禁止法改正(日本経済法学会年報,NORMALIZE,独占禁止法改正(日本経済法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,公益事業の規制改革と競争政策(日本経済法学会年報,NORMALIZE,公益事業の規制改革と競争政策(日本経済法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本経済法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
TRUNCATED_PAREN,教育立法と学校自治・参加(日本教育法学会年報,NORMALIZE,教育立法と学校自治・参加(日本教育法学会年報),,missing_issue_number,百選/演習等シリーズ名の末尾(号数)切れ→シリーズ名'日本教育法学会年報'として括弧補完。号数不明=欠落フラグ(統合せず名補完のみ)
