issue,key,detail,recommend,sample
DUP_HANREI_ID,29022088,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150616|h26(行ウ)205h26(行ウ)207h26(行ウ)208
DUP_HANREI_ID,28241618,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150716|h27(レ)78
DUP_HANREI_ID,28240721,判例ID重複x2,二重登録→1行に統合(同一判決か確認),横浜地|20151015|h26(ワ)1458
DUP_HANREI_ID,28250540,判例ID重複x2,二重登録→1行に統合(同一判決か確認),富山地|20150708|h27(レ)4
DUP_HANREI_ID,28242158,判例ID重複x2,二重登録→1行に統合(同一判決か確認),静岡地浜松支|20151202|h26(ワ)533
DUP_HANREI_ID,28231500,判例ID重複x2,二重登録→1行に統合(同一判決か確認),名古屋地|20150330|h25(行ウ)9
DUP_HANREI_ID,28241681,判例ID重複x2,二重登録→1行に統合(同一判決か確認),津地4日市支|20151028|h26(ワ)178
DUP_HANREI_ID,28233813,判例ID重複x2,二重登録→1行に統合(同一判決か確認),京都地|20150115|h24(ワ)1864h24(ワ)2319
DUP_HANREI_ID,28233318,判例ID重複x2,二重登録→1行に統合(同一判決か確認),京都地|20150507|h25(ワ)1917h26(ワ)20h26(ワ)2286
DUP_HANREI_ID,28253173,判例ID重複x2,二重登録→1行に統合(同一判決か確認),京都地|20150129|h25(ワ)2138
DUP_HANREI_ID,28243637,判例ID重複x2,二重登録→1行に統合(同一判決か確認),京都地|20151106|h25(行ウ)46
DUP_HANREI_ID,28242392,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20151211|h24(ワ)6929
DUP_HANREI_ID,28241609,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20150316|h24(ワ)7427
DUP_HANREI_ID,28233861,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20150716|h25(ヒ)134h25(ヒ)135h25(ヒ)136
DUP_HANREI_ID,28240715,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20151221|h25(行ウ)196
DUP_HANREI_ID,28251282,判例ID重複x2,二重登録→1行に統合(同一判決か確認),高知地|20150310|h24(行ウ)6
DUP_HANREI_ID,28232166,判例ID重複x2,二重登録→1行に統合(同一判決か確認),さいたま地|20150320|h24(ワ)2451
DUP_HANREI_ID,28241044,判例ID重複x2,二重登録→1行に統合(同一判決か確認),さいたま地|20150625|h27(ヨ)17
DUP_HANREI_ID,28234510,判例ID重複x2,二重登録→1行に統合(同一判決か確認),仙台家|20150807|h27(家)114
DUP_HANREI_ID,28230673,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150205|h26(オ)1702h26(受)2200
DUP_HANREI_ID,28231562,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h26(オ)767h26(受)978
DUP_HANREI_ID,28262612,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h26(受)979
DUP_HANREI_ID,28240242,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第2小法廷|20151216|h26(オ)1634h26(受)2105
DUP_HANREI_ID,28273765,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150728|h26(オ)1335h26(受)1727
DUP_HANREI_ID,28232650,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150414|h26(行ツ)309h26(行ヒ)331
DUP_HANREI_ID,28233211,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150827|h26(ネ)1763
DUP_HANREI_ID,28232888,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150715|h27(ネ)1842
DUP_HANREI_ID,28231315,判例ID重複x2,二重登録→1行に統合(同一判決か確認),知財高|20150325|h26(行コ)10009
DUP_HANREI_ID,28231120,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150226|h26(ネ)2546
DUP_HANREI_ID,28243966,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150324|h27(ラ)75
DUP_HANREI_ID,28240773,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福岡高|20150130|h26(ラ)414
DUP_HANREI_ID,28241780,判例ID重複x2,二重登録→1行に統合(同一判決か確認),仙台地|20151005|h26(行ウ)8
DUP_HANREI_ID,28232654,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150115|h22(ワ)32650
DUP_HANREI_ID,28233189,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150123|h24(ワ)12908h25(ワ)32537
DUP_HANREI_ID,28232960,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150317|h24(ワ)29116
DUP_HANREI_ID,28234175,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150626|h24(ワ)30796
DUP_HANREI_ID,28233436,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20151007|h27(ネ)3329h27(ネ)4260
DUP_HANREI_ID,28231977,判例ID重複x2,二重登録→1行に統合(同一判決か確認),知財高|20150525|h26(ネ)10130
DUP_HANREI_ID,28234395,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20151127|h26(行コ)106
DUP_HANREI_ID,28233686,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150602|h26(行コ)162
DUP_HANREI_ID,28240580,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150626|h26(行コ)163
DUP_HANREI_ID,28240136,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20151216|h27(ネ)697h27(ネ)1887
DUP_HANREI_ID,28232347,判例ID重複x2,二重登録→1行に統合(同一判決か確認),広島高松江支|20150527|h26(ネ)38
DUP_HANREI_ID,28232944,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福岡高|20150115|h26(ネ)583
DUP_HANREI_ID,28234196,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150326|h22(ワ)3411
DUP_HANREI_ID,28234136,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150731|h25(ワ)19333
DUP_HANREI_ID,28233471,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150218|h25(ワ)26131
DUP_HANREI_ID,29015917,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20151214|h26(ワ)31133
DUP_HANREI_ID,28231212,判例ID重複x2,二重登録→1行に統合(同一判決か確認),富山地|20150309|h21(ワ)267
DUP_HANREI_ID,28233443,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20150721|h24(ワ)3287h25(ワ)6276
DUP_HANREI_ID,28243891,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20150708|h26(ワ)2172
DUP_HANREI_ID,28230701,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150206|h26(う)1440
DUP_HANREI_ID,28250192,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150227|h26(ラ)2213
DUP_HANREI_ID,28233145,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150716|h27(ネ)1166
DUP_HANREI_ID,28240248,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20151109|h27(ネ)2013
DUP_HANREI_ID,28241731,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150624|h27(ネ)511h27(ネ)2098
DUP_HANREI_ID,28240594,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150911|h26(ネ)1905
DUP_HANREI_ID,28242378,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150422|h27(ラ)241
DUP_HANREI_ID,28234330,判例ID重複x2,二重登録→1行に統合(同一判決か確認),広島高|20151117|h26(ネ)342
DUP_HANREI_ID,28232890,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福岡高|20150212|h26(ネ)665
DUP_HANREI_ID,28230392,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150122|h24(ワ)15621
DUP_HANREI_ID,28241428,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150320|h24(ワ)6690
DUP_HANREI_ID,29015176,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20151116|h25(ワ)8320
DUP_HANREI_ID,28240029,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150330|h26(ワ)10492
DUP_HANREI_ID,28234388,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150713|h26(ワ)31521
DUP_HANREI_ID,28231426,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福井地|20150414|h26(ヨ)31
DUP_HANREI_ID,28232815,判例ID重複x2,二重登録→1行に統合(同一判決か確認),甲府地|20150714|h25(ワ)301
DUP_HANREI_ID,28232525,判例ID重複x2,二重登録→1行に統合(同一判決か確認),名古屋地|20150630|h24(ワ)1138
DUP_HANREI_ID,28232638,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20150317|h26(仲)3
DUP_HANREI_ID,28244297,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150925|h25(う)1830
DUP_HANREI_ID,28251075,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150624|h26(ネ)6160
DUP_HANREI_ID,28231437,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福岡高|20150325|h26(行ケ)4
DUP_HANREI_ID,28230390,判例ID重複x2,二重登録→1行に統合(同一判決か確認),仙台地|20150113|h23(ワ)1589h23(ワ)1935h24(ワ)504
DUP_HANREI_ID,28233433,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150717|h23(ワ)39604h24(ワ)9052h24(ワ)17921h24(ワ)36691
DUP_HANREI_ID,28230780,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150129|h24(ワ)21067
DUP_HANREI_ID,28234220,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20151008|h24(ワ)36690
DUP_HANREI_ID,28231928,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150325|h25(ヒ)234h25(ヒ)236h25(ヒ)238h25(ヒ)241h25(ヒ)245h25(ヒ)246h25(ヒ)249h25(ヒ)250h25(ヒ)255h25(ヒ)256
DUP_HANREI_ID,28233812,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150303|h25(ワ)28915
DUP_HANREI_ID,29013482,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150818|h25(ワ)8499
DUP_HANREI_ID,29022747,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150422|h26(ワ)3484
DUP_HANREI_ID,28234415,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20151209|h27(ワ)14747
DUP_HANREI_ID,28234653,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福井地|20151224|h26(ヨ)31
DUP_HANREI_ID,28234082,判例ID重複x2,二重登録→1行に統合(同一判決か確認),京都地|20150326|h22(ワ)1252
DUP_HANREI_ID,28240505,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20151224|h26(ヒ)112
DUP_HANREI_ID,28233876,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20151023|h26(ワ)6327
DUP_HANREI_ID,28242467,判例ID重複x2,二重登録→1行に統合(同一判決か確認),佐賀地|20150911|h27(レ)15
DUP_HANREI_ID,28241040,判例ID重複x2,二重登録→1行に統合(同一判決か確認),さいたま地|20151222|h27(モ)25159
DUP_HANREI_ID,28242488,判例ID重複x2,二重登録→1行に統合(同一判決か確認),札幌家滝川支|20150911|h27(家)2
DUP_HANREI_ID,28241067,判例ID重複x2,二重登録→1行に統合(同一判決か確認),札幌高|20150929|h27(ネ)156
DUP_HANREI_ID,28241765,判例ID重複x2,二重登録→1行に統合(同一判決か確認),札幌高|20150728|h27(ラ)6
DUP_HANREI_ID,28232120,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150325|h26(ネ)5645
DUP_HANREI_ID,28243190,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150209|h26(ラ)2394
DUP_HANREI_ID,28232634,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150618|h26(行コ)369
DUP_HANREI_ID,28241921,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150804|h27(ネ)2709
DUP_HANREI_ID,28241767,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150226|h27(ラ)109
DUP_HANREI_ID,28251073,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150914|h27(ラ)1444
DUP_HANREI_ID,28233423,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150612|h27(ラ)608
DUP_HANREI_ID,28232906,判例ID重複x2,二重登録→1行に統合(同一判決か確認),知財高|20150730|h26(ネ)10126
DUP_HANREI_ID,28240266,判例ID重複x2,二重登録→1行に統合(同一判決か確認),知財高|20151224|h27(ネ)10069
DUP_HANREI_ID,28240315,判例ID重複x2,二重登録→1行に統合(同一判決か確認),名古屋高|20150730|h27(ネ)227
DUP_HANREI_ID,28244520,判例ID重複x2,二重登録→1行に統合(同一判決か確認),名古屋高金沢支|20151125|h27(ネ)141
DUP_HANREI_ID,28240146,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150220|h26(行コ)59
DUP_HANREI_ID,28244580,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20151006|h27(ラ)908
DUP_HANREI_ID,28340035,判例ID重複x2,二重登録→1行に統合(同一判決か確認),高松高|20151007|h27(ネ)18h27(ネ)203
DUP_HANREI_ID,28232671,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福岡高|20150216|h26(ラ)410
DUP_HANREI_ID,28231331,判例ID重複x2,二重登録→1行に統合(同一判決か確認),札幌地|20150326|h24(ワ)1570
DUP_HANREI_ID,28230513,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150128|h24(ワ)14472
DUP_HANREI_ID,29024928,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150331|h24(ワ)30809
DUP_HANREI_ID,28233742,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150204|h24(特わ)956
DUP_HANREI_ID,28250736,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150528|h24(行ウ)152
DUP_HANREI_ID,28230889,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150225|h25(ワ)15362
DUP_HANREI_ID,28234336,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150910|h25(行ウ)337
DUP_HANREI_ID,28233660,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150304|h26(ワ)10717
DUP_HANREI_ID,29014432,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20151030|h26(ワ)1882
DUP_HANREI_ID,29015949,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20151225|h26(ワ)27027
DUP_HANREI_ID,29024938,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150304|h26(ワ)6227
DUP_HANREI_ID,29013920,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150928|h26(行ウ)165
DUP_HANREI_ID,28232969,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150420|h27(行ク)70
DUP_HANREI_ID,28232913,判例ID重複x2,二重登録→1行に統合(同一判決か確認),名古屋地|20150325|h26(ワ)70
DUP_HANREI_ID,28230657,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪地|20150121|h24(ワ)4348h24(ワ)12059
DUP_HANREI_ID,28234137,判例ID重複x2,二重登録→1行に統合(同一判決か確認),長崎地|20150616|h25(ワ)445
DUP_HANREI_ID,28241652,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京家|20150414|h27(家ロ)5103
DUP_HANREI_ID,28231128,判例ID重複x2,二重登録→1行に統合(同一判決か確認),札幌高|20150226|h26(行コ)3
DUP_HANREI_ID,28231701,判例ID重複x2,二重登録→1行に統合(同一判決か確認),仙台高|20150422|h26(ネ)92
DUP_HANREI_ID,28231459,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20150416|h26(ネ)2976h26(ネ)6389
DUP_HANREI_ID,28241653,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京高|20151105|h27(う)1117
DUP_HANREI_ID,28233550,判例ID重複x2,二重登録→1行に統合(同一判決か確認),知財高|20151008|h27(ネ)10097
DUP_HANREI_ID,28243638,判例ID重複x2,二重登録→1行に統合(同一判決か確認),名古屋高|20151116|h26(う)164
DUP_HANREI_ID,28241763,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150917|h27(ラ)205
DUP_HANREI_ID,28232522,判例ID重複x2,二重登録→1行に統合(同一判決か確認),大阪高|20150618|h27(行コ)7
DUP_HANREI_ID,28234331,判例ID重複x2,二重登録→1行に統合(同一判決か確認),広島高|20151118|h27(ネ)201
DUP_HANREI_ID,28233106,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福岡高|20150312|h26(ネ)468
DUP_HANREI_ID,28234133,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福岡高|20151105|h26(ネ)987
DUP_HANREI_ID,28232524,判例ID重複x2,二重登録→1行に統合(同一判決か確認),福島地|20150630|h24(ワ)193
DUP_HANREI_ID,28231163,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150225|h18(ワ)6484h20(ワ)18382h20(ワ)35183h21(ワ)35262
DUP_HANREI_ID,28232034,判例ID重複x2,二重登録→1行に統合(同一判決か確認),東京地|20150423|h23(ワ)38999h24(ワ)11105h24(ワ)17736
DUP_HANREI_ID,28320665,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150312|h26(オ)1477h26(受)1891
DUP_HANREI_ID,28273729,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150910|h26(オ)1576h26(受)2018
DUP_HANREI_ID,28230829,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150122|h26(オ)1807h26(受)2335
DUP_HANREI_ID,28262933,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151029|h26(オ)1810
DUP_HANREI_ID,28234357,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150122|h26(オ)1871
DUP_HANREI_ID,28272006,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150205|h26(オ)1874h26(受)2421
DUP_HANREI_ID,28273695,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h26(オ)1909h26(受)2467
DUP_HANREI_ID,28262048,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150205|h26(オ)696h26(受)876
DUP_HANREI_ID,28262547,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h26(オ)714h26(受)898
DUP_HANREI_ID,28262610,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h26(オ)766h26(受)977
DUP_HANREI_ID,28262493,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150416|h26(オ)810h26(受)1024
DUP_HANREI_ID,28231563,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h26(オ)815h26(受)1038
DUP_HANREI_ID,28231561,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h26(ク)1225
DUP_HANREI_ID,28262488,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150416|h26(受)1025
DUP_HANREI_ID,28263054,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150910|h26(受)1589
DUP_HANREI_ID,28233728,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150416|h26(受)2076
DUP_HANREI_ID,28272548,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150423|h26(受)2170
DUP_HANREI_ID,28263748,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150826|h26(受)2283
DUP_HANREI_ID,28274251,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150219|h26(受)932h26(受)933
DUP_HANREI_ID,28261850,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150119|h26(行ツ)326h26(行ヒ)349
DUP_HANREI_ID,28231213,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150312|h26(行ツ)352h26(行ヒ)376
DUP_HANREI_ID,28254306,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150122|h26(行ツ)373h26(行ヒ)402
DUP_HANREI_ID,28284068,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150917|h26(行ツ)397h26(行ヒ)428
DUP_HANREI_ID,28273590,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150917|h26(行ヒ)431
DUP_HANREI_ID,28340545,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151015|h27(オ)1006h27(受)1256
DUP_HANREI_ID,28283361,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150826|h27(オ)105h27(受)130
DUP_HANREI_ID,28241330,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151029|h27(オ)1334h27(受)1670
DUP_HANREI_ID,28241903,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151217|h27(オ)1662h27(受)2075
DUP_HANREI_ID,28233105,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150409|h27(オ)245h27(受)304
DUP_HANREI_ID,28341609,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150611|h27(オ)390h27(受)491
DUP_HANREI_ID,28263685,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150903|h27(オ)40h27(受)55
DUP_HANREI_ID,28264885,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150604|h27(オ)493h27(受)612
DUP_HANREI_ID,28274072,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150709|h27(オ)592h27(受)734
DUP_HANREI_ID,28262961,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150917|h27(オ)751h27(受)946
DUP_HANREI_ID,28261772,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150903|h27(オ)789h27(受)994
DUP_HANREI_ID,28272547,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151029|h27(オ)876h27(受)1101
DUP_HANREI_ID,28273096,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150326|h27(オ)93h27(受)114
DUP_HANREI_ID,28263675,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150910|h27(受)360
DUP_HANREI_ID,28291054,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150910|h27(受)558
DUP_HANREI_ID,28234084,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151029|h27(受)59
DUP_HANREI_ID,28243752,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150618|h27(行ツ)185h27(行ヒ)215
DUP_HANREI_ID,28264894,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151126|h27(行ツ)388h27(行ヒ)418
DUP_HANREI_ID,28263089,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150625|h27(行ヒ)100
DUP_HANREI_ID,28263683,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150812|h27(行ヒ)241
DUP_HANREI_ID,28233807,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20150917|h27(行ヒ)322
DUP_HANREI_ID,28273532,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151022|h27(行ヒ)328
DUP_HANREI_ID,28264887,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151105|h27(行ヒ)379
DUP_HANREI_ID,28283449,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第1小法廷|20151221|h27(許)17
DUP_HANREI_ID,28261987,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第2小法廷|20150123|h25(オ)1394h25(受)1700
DUP_HANREI_ID,28262029,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第2小法廷|20150121|h25(オ)2177h25(受)2690
DUP_HANREI_ID,28262044,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150217|h25(オ)848h25(受)1025
DUP_HANREI_ID,28230595,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150120|h25(受)1041h25(受)1042
DUP_HANREI_ID,28340337,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150120|h25(受)2556
DUP_HANREI_ID,28261770,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150224|h25(行ヒ)244
DUP_HANREI_ID,28261996,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150401|h26(あ)473
DUP_HANREI_ID,28283760,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150602|h26(オ)1206h26(受)1548
DUP_HANREI_ID,28263795,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20151222|h26(オ)1296h26(受)1679
DUP_HANREI_ID,28240649,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20151027|h26(オ)1385h26(受)1787
DUP_HANREI_ID,28253186,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150414|h26(オ)1521h26(受)1953
DUP_HANREI_ID,28261874,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150113|h26(オ)1551h26(受)1991
DUP_HANREI_ID,28263745,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150623|h26(オ)1668h26(受)2145
DUP_HANREI_ID,28283012,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20151215|h26(オ)1722h26(受)2222
DUP_HANREI_ID,28263741,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150623|h26(オ)1887h26(受)2440
DUP_HANREI_ID,28263526,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150602|h26(オ)1914h26(受)2472
DUP_HANREI_ID,28264892,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150908|h26(オ)1940h26(受)2507
DUP_HANREI_ID,28262056,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150203|h26(オ)239h26(受)302
DUP_HANREI_ID,28320470,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150317|h26(オ)450h26(受)569
DUP_HANREI_ID,28264691,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150714|h26(オ)462h26(受)588
DUP_HANREI_ID,28284062,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150519|h26(オ)630h26(受)785
DUP_HANREI_ID,28232319,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150224|h26(オ)636h26(受)794
DUP_HANREI_ID,28271170,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150623|h26(オ)753h26(受)960
DUP_HANREI_ID,28263925,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150224|h26(オ)901h26(受)1140
DUP_HANREI_ID,28271172,判例ID重複x2,二重登録→1行に統合(同一判決か確認),最高第3小法廷|20150623|h26(オ)983h26(受)1246
